sample_id,held_out_source,campaign_id,prefix_len,target_parent_ids,target_size,predicted_next_ttps
ctid::apt29::unknown::0052,ctid,apt29::unknown,52,"[""T1057"",""T1134"",""T1003""]",3,"[""T1005"",""T1021"",""T1078"",""T1105"",""T1059""]"
ctid::apt29::unknown::0053,ctid,apt29::unknown,53,"[""T1134"",""T1003"",""T1546""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1482""]"
ctid::apt29::unknown::0054,ctid,apt29::unknown,54,"[""T1003"",""T1546"",""T1018""]",3,"[""T1059"",""T1003"",""T1078"",""T1021"",""T1105""]"
ctid::apt29::unknown::0055,ctid,apt29::unknown,55,"[""T1546"",""T1018"",""T1033""]",3,"[""T1005"",""T1021"",""T1105"",""T1078"",""T1560""]"
ctid::apt29::unknown::0056,ctid,apt29::unknown,56,"[""T1018"",""T1033"",""T1105""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1070""]"
ctid::apt29::unknown::0057,ctid,apt29::unknown,57,"[""T1033"",""T1105"",""T1114""]",3,"[""T1059"",""T1003"",""T1134"",""T1041"",""T1078""]"
ctid::apt29::unknown::0058,ctid,apt29::unknown,58,"[""T1105"",""T1114"",""T1005""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1486""]"
ctid::apt29::unknown::0059,ctid,apt29::unknown,59,"[""T1114"",""T1005"",""T1537""]",3,"[""T1021"",""T1078"",""T1105"",""T1003"",""T1059""]"
ctid::apt29::unknown::0060,ctid,apt29::unknown,60,"[""T1005"",""T1537"",""T1561""]",3,"[""T1021"",""T1105"",""T1005"",""T1041"",""T1078""]"
ctid::apt29::unknown::0061,ctid,apt29::unknown,61,"[""T1537"",""T1561"",""T1003""]",3,"[""T1005"",""T1041"",""T1021"",""T1078"",""T1105""]"
ctid::apt29::unknown::0062,ctid,apt29::unknown,62,"[""T1561"",""T1003"",""T1218""]",3,"[""T1005"",""T1114"",""T1041"",""T1021"",""T1070""]"
ctid::apt29::unknown::0063,ctid,apt29::unknown,63,"[""T1003"",""T1218""]",2,"[""T1005"",""T1021"",""T1485"",""T1070"",""T1547""]"
ctid::apt29::unknown::0064,ctid,apt29::unknown,64,"[""T1218""]",1,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1070""]"
ctid::carbanak::unknown::0001,ctid,carbanak::unknown,1,"[""T1112"",""T1140"",""T1003""]",3,"[""T1059"",""T1005"",""T1036"",""T1027"",""T1078""]"
ctid::carbanak::unknown::0002,ctid,carbanak::unknown,2,"[""T1140"",""T1003"",""T1105""]",3,"[""T1059"",""T1547"",""T1005"",""T1021"",""T1078""]"
ctid::carbanak::unknown::0003,ctid,carbanak::unknown,3,"[""T1003"",""T1105"",""T1570""]",3,"[""T1059"",""T1547"",""T1003"",""T1021"",""T1105""]"
ctid::carbanak::unknown::0004,ctid,carbanak::unknown,4,"[""T1105"",""T1570"",""T1021""]",3,"[""T1059"",""T1078"",""T1021"",""T1105"",""T1005""]"
ctid::carbanak::unknown::0005,ctid,carbanak::unknown,5,"[""T1570"",""T1021"",""T1057""]",3,"[""T1021"",""T1078"",""T1059"",""T1003"",""T1105""]"
ctid::carbanak::unknown::0006,ctid,carbanak::unknown,6,"[""T1021"",""T1057"",""T1083""]",3,"[""T1021"",""T1059"",""T1078"",""T1003"",""T1105""]"
ctid::carbanak::unknown::0008,ctid,carbanak::unknown,8,"[""T1083"",""T1005"",""T1018""]",3,"[""T1059"",""T1003"",""T1021"",""T1105"",""T1078""]"
ctid::carbanak::unknown::0009,ctid,carbanak::unknown,9,"[""T1005"",""T1018"",""T1569""]",3,"[""T1082"",""T1018"",""T1005"",""T1039"",""T1041""]"
ctid::carbanak::unknown::0010,ctid,carbanak::unknown,10,"[""T1018"",""T1569"",""T1571""]",3,"[""T1005"",""T1083"",""T1003"",""T1105"",""T1021""]"
ctid::carbanak::unknown::0011,ctid,carbanak::unknown,11,"[""T1569"",""T1571"",""T1018""]",3,"[""T1018"",""T1003"",""T1021"",""T1105"",""T1059""]"
ctid::carbanak::unknown::0012,ctid,carbanak::unknown,12,"[""T1571"",""T1018"",""T1572""]",3,"[""T1059"",""T1003"",""T1082"",""T1016"",""T1078""]"
ctid::carbanak::unknown::0013,ctid,carbanak::unknown,13,"[""T1018"",""T1572"",""T1033""]",3,"[""T1003"",""T1059"",""T1078"",""T1082"",""T1105""]"
ctid::carbanak::unknown::0014,ctid,carbanak::unknown,14,"[""T1572"",""T1033"",""T1105""]",3,"[""T1003"",""T1078"",""T1087"",""T1105"",""T1021""]"
ctid::carbanak::unknown::0015,ctid,carbanak::unknown,15,"[""T1033"",""T1105"",""T1547""]",3,"[""T1059"",""T1078"",""T1003"",""T1105"",""T1021""]"
ctid::carbanak::unknown::0016,ctid,carbanak::unknown,16,"[""T1105"",""T1547"",""T1056""]",3,"[""T1078"",""T1003"",""T1105"",""T1021"",""T1059""]"
ctid::carbanak::unknown::0017,ctid,carbanak::unknown,17,"[""T1547"",""T1056"",""T1555""]",3,"[""T1059"",""T1003"",""T1021"",""T1105"",""T1078""]"
ctid::carbanak::unknown::0018,ctid,carbanak::unknown,18,"[""T1056"",""T1555"",""T1070""]",3,"[""T1059"",""T1003"",""T1105"",""T1078"",""T1021""]"
ctid::carbanak::unknown::0019,ctid,carbanak::unknown,19,"[""T1555"",""T1070""]",2,"[""T1005"",""T1056"",""T1547"",""T1078"",""T1021""]"
ctid::carbanak::unknown::0020,ctid,carbanak::unknown,20,"[""T1070""]",1,"[""T1005"",""T1055"",""T1078"",""T1082"",""T1021""]"
ctid::fin6::unknown::0001,ctid,fin6::unknown,1,"[""T1018"",""T1482"",""T1016""]",3,"[""T1082"",""T1016"",""T1033"",""T1069"",""T1057""]"
ctid::fin6::unknown::0002,ctid,fin6::unknown,2,"[""T1482"",""T1016"",""T1069""]",3,"[""T1069"",""T1083"",""T1016"",""T1033"",""T1482""]"
ctid::fin6::unknown::0003,ctid,fin6::unknown,3,"[""T1016"",""T1069"",""T1134""]",3,"[""T1069"",""T1083"",""T1016"",""T1033"",""T1049""]"
ctid::fin6::unknown::0004,ctid,fin6::unknown,4,"[""T1069"",""T1134"",""T1003""]",3,"[""T1135"",""T1482"",""T1069"",""T1083"",""T1018""]"
ctid::fin6::unknown::0005,ctid,fin6::unknown,5,"[""T1134"",""T1003"",""T1560""]",3,"[""T1482"",""T1087"",""T1069"",""T1018"",""T1003""]"
ctid::fin6::unknown::0006,ctid,fin6::unknown,6,"[""T1003"",""T1560"",""T1567""]",3,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069""]"
ctid::fin6::unknown::0007,ctid,fin6::unknown,7,"[""T1560"",""T1567"",""T1569""]",3,"[""T1021"",""T1078"",""T1059"",""T1005"",""T1543""]"
ctid::fin6::unknown::0008,ctid,fin6::unknown,8,"[""T1567"",""T1569"",""T1047""]",3,"[""T1021"",""T1078"",""T1059"",""T1105"",""T1567""]"
ctid::fin6::unknown::0009,ctid,fin6::unknown,9,"[""T1569"",""T1047"",""T1547""]",3,"[""T1021"",""T1078"",""T1105"",""T1560"",""T1005""]"
ctid::fin6::unknown::0010,ctid,fin6::unknown,10,"[""T1047"",""T1547"",""T1053""]",3,"[""T1021"",""T1078"",""T1059"",""T1105"",""T1005""]"
ctid::fin6::unknown::0012,ctid,fin6::unknown,12,"[""T1053"",""T1048"",""T1047""]",3,"[""T1021"",""T1059"",""T1078"",""T1105"",""T1005""]"
ctid::fin6::unknown::0013,ctid,fin6::unknown,13,"[""T1048"",""T1047"",""T1021""]",3,"[""T1021"",""T1078"",""T1105"",""T1059"",""T1005""]"
ctid::fin6::unknown::0014,ctid,fin6::unknown,14,"[""T1047"",""T1021""]",2,"[""T1021"",""T1059"",""T1078"",""T1105"",""T1070""]"
ctid::fin6::unknown::0015,ctid,fin6::unknown,15,"[""T1021"",""T1047"",""T1569""]",3,"[""T1021"",""T1059"",""T1078"",""T1485"",""T1070""]"
ctid::fin6::unknown::0016,ctid,fin6::unknown,16,"[""T1047"",""T1569""]",2,"[""T1021"",""T1003"",""T1048"",""T1059"",""T1078""]"
ctid::fin6::unknown::0017,ctid,fin6::unknown,17,"[""T1569""]",1,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
ctid::fin7::unknown::0001,ctid,fin7::unknown,1,"[""T1059"",""T1057"",""T1003""]",3,"[""T1059"",""T1005"",""T1115"",""T1083"",""T1057""]"
ctid::fin7::unknown::0002,ctid,fin7::unknown,2,"[""T1057"",""T1003"",""T1570""]",3,"[""T1059"",""T1113"",""T1005"",""T1078"",""T1021""]"
ctid::fin7::unknown::0003,ctid,fin7::unknown,3,"[""T1003"",""T1570"",""T1574""]",3,"[""T1057"",""T1082"",""T1005"",""T1018"",""T1078""]"
ctid::fin7::unknown::0004,ctid,fin7::unknown,4,"[""T1570"",""T1574"",""T1027""]",3,"[""T1082"",""T1016"",""T1033"",""T1078"",""T1021""]"
ctid::fin7::unknown::0006,ctid,fin7::unknown,6,"[""T1027"",""T1546"",""T1057""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1055""]"
ctid::fin7::unknown::0007,ctid,fin7::unknown,7,"[""T1546"",""T1057"",""T1560""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1055""]"
ctid::fin7::unknown::0008,ctid,fin7::unknown,8,"[""T1057"",""T1560""]",2,"[""T1021"",""T1005"",""T1078"",""T1105"",""T1055""]"
ctid::fin7::unknown::0009,ctid,fin7::unknown,9,"[""T1560""]",1,"[""T1059"",""T1003"",""T1021"",""T1105"",""T1078""]"
ctid::menu_pass::unknown::0001,ctid,menu_pass::unknown,1,"[""T1135"",""T1018"",""T1046""]",3,"[""T1059"",""T1021"",""T1003"",""T1078"",""T1105""]"
ctid::menu_pass::unknown::0002,ctid,menu_pass::unknown,2,"[""T1018"",""T1046"",""T1016""]",3,"[""T1018"",""T1082"",""T1083"",""T1021"",""T1059""]"
ctid::menu_pass::unknown::0003,ctid,menu_pass::unknown,3,"[""T1046"",""T1016"",""T1003""]",3,"[""T1016"",""T1049"",""T1021"",""T1005"",""T1039""]"
ctid::menu_pass::unknown::0004,ctid,menu_pass::unknown,4,"[""T1016"",""T1003"",""T1569""]",3,"[""T1021"",""T1047"",""T1003"",""T1078"",""T1059""]"
ctid::menu_pass::unknown::0005,ctid,menu_pass::unknown,5,"[""T1003"",""T1569"",""T1560""]",3,"[""T1018"",""T1046"",""T1135"",""T1105"",""T1016""]"
ctid::menu_pass::unknown::0006,ctid,menu_pass::unknown,6,"[""T1569"",""T1560"",""T1074""]",3,"[""T1021"",""T1078"",""T1059"",""T1005"",""T1083""]"
ctid::menu_pass::unknown::0007,ctid,menu_pass::unknown,7,"[""T1560"",""T1074"",""T1537""]",3,"[""T1021"",""T1078"",""T1059"",""T1005"",""T1083""]"
ctid::menu_pass::unknown::0008,ctid,menu_pass::unknown,8,"[""T1074"",""T1537"",""T1047""]",3,"[""T1021"",""T1078"",""T1048"",""T1059"",""T1005""]"
ctid::menu_pass::unknown::0009,ctid,menu_pass::unknown,9,"[""T1537"",""T1047"",""T1553""]",3,"[""T1021"",""T1078"",""T1105"",""T1048"",""T1005""]"
ctid::menu_pass::unknown::0010,ctid,menu_pass::unknown,10,"[""T1047"",""T1553""]",2,"[""T1021"",""T1078"",""T1059"",""T1005"",""T1485""]"
ctid::oilrig::unknown::0001,ctid,oilrig::unknown,1,"[""T1033"",""T1082"",""T1016""]",3,"[""T1082"",""T1059"",""T1016"",""T1033"",""T1049""]"
ctid::oilrig::unknown::0002,ctid,oilrig::unknown,2,"[""T1082"",""T1016"",""T1087""]",3,"[""T1082"",""T1033"",""T1012"",""T1016"",""T1069""]"
ctid::oilrig::unknown::0003,ctid,oilrig::unknown,3,"[""T1016"",""T1087"",""T1069""]",3,"[""T1082"",""T1033"",""T1016"",""T1057"",""T1069""]"
ctid::oilrig::unknown::0004,ctid,oilrig::unknown,4,"[""T1087"",""T1069"",""T1021""]",3,"[""T1082"",""T1033"",""T1016"",""T1087"",""T1049""]"
ctid::oilrig::unknown::0005,ctid,oilrig::unknown,5,"[""T1069"",""T1021"",""T1087""]",3,"[""T1082"",""T1033"",""T1016"",""T1087"",""T1057""]"
ctid::oilrig::unknown::0006,ctid,oilrig::unknown,6,"[""T1021"",""T1087"",""T1069""]",3,"[""T1082"",""T1033"",""T1016"",""T1087"",""T1069""]"
ctid::oilrig::unknown::0007,ctid,oilrig::unknown,7,"[""T1087"",""T1069"",""T1049""]",3,"[""T1003"",""T1078"",""T1021"",""T1087"",""T1069""]"
ctid::oilrig::unknown::0008,ctid,oilrig::unknown,8,"[""T1069"",""T1049"",""T1057""]",3,"[""T1087"",""T1069"",""T1021"",""T1003"",""T1078""]"
ctid::oilrig::unknown::0009,ctid,oilrig::unknown,9,"[""T1049"",""T1057"",""T1007""]",3,"[""T1012"",""T1057"",""T1007"",""T1046"",""T1003""]"
ctid::oilrig::unknown::0010,ctid,oilrig::unknown,10,"[""T1057"",""T1007"",""T1082""]",3,"[""T1012"",""T1057"",""T1007"",""T1135"",""T1078""]"
ctid::oilrig::unknown::0011,ctid,oilrig::unknown,11,"[""T1007"",""T1082"",""T1012""]",3,"[""T1003"",""T1078"",""T1021"",""T1059"",""T1105""]"
ctid::oilrig::unknown::0012,ctid,oilrig::unknown,12,"[""T1082"",""T1012"",""T1087""]",3,"[""T1082"",""T1033"",""T1016"",""T1087"",""T1069""]"
ctid::oilrig::unknown::0013,ctid,oilrig::unknown,13,"[""T1012"",""T1087"",""T1069""]",3,"[""T1018"",""T1005"",""T1057"",""T1083"",""T1012""]"
ctid::oilrig::unknown::0014,ctid,oilrig::unknown,14,"[""T1087"",""T1069"",""T1018""]",3,"[""T1003"",""T1078"",""T1059"",""T1021"",""T1105""]"
ctid::oilrig::unknown::0015,ctid,oilrig::unknown,15,"[""T1069"",""T1018"",""T1555""]",3,"[""T1003"",""T1078"",""T1059"",""T1021"",""T1105""]"
ctid::oilrig::unknown::0016,ctid,oilrig::unknown,16,"[""T1018"",""T1555"",""T1041""]",3,"[""T1082"",""T1087"",""T1069"",""T1049"",""T1057""]"
ctid::oilrig::unknown::0017,ctid,oilrig::unknown,17,"[""T1555"",""T1041"",""T1105""]",3,"[""T1003"",""T1078"",""T1059"",""T1105"",""T1021""]"
ctid::oilrig::unknown::0018,ctid,oilrig::unknown,18,"[""T1041"",""T1105"",""T1505""]",3,"[""T1003"",""T1078"",""T1021"",""T1059"",""T1018""]"
ctid::oilrig::unknown::0019,ctid,oilrig::unknown,19,"[""T1105"",""T1505"",""T1082""]",3,"[""T1003"",""T1078"",""T1021"",""T1059"",""T1105""]"
ctid::oilrig::unknown::0020,ctid,oilrig::unknown,20,"[""T1505"",""T1082"",""T1033""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]"
ctid::oilrig::unknown::0021,ctid,oilrig::unknown,21,"[""T1082"",""T1033"",""T1016""]",3,"[""T1003"",""T1078"",""T1021"",""T1059"",""T1105""]"
ctid::oilrig::unknown::0022,ctid,oilrig::unknown,22,"[""T1033"",""T1016"",""T1049""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1133""]"
ctid::oilrig::unknown::0023,ctid,oilrig::unknown,23,"[""T1016"",""T1049"",""T1105""]",3,"[""T1078"",""T1021"",""T1003"",""T1105"",""T1059""]"
ctid::oilrig::unknown::0024,ctid,oilrig::unknown,24,"[""T1049"",""T1105"",""T1003""]",3,"[""T1018"",""T1021"",""T1003"",""T1078"",""T1105""]"
ctid::oilrig::unknown::0025,ctid,oilrig::unknown,25,"[""T1105"",""T1003"",""T1041""]",3,"[""T1078"",""T1003"",""T1021"",""T1105"",""T1041""]"
ctid::oilrig::unknown::0026,ctid,oilrig::unknown,26,"[""T1003"",""T1041"",""T1070""]",3,"[""T1078"",""T1003"",""T1021"",""T1059"",""T1105""]"
ctid::oilrig::unknown::0027,ctid,oilrig::unknown,27,"[""T1041"",""T1070"",""T1105""]",3,"[""T1078"",""T1021"",""T1003"",""T1105"",""T1059""]"
ctid::oilrig::unknown::0028,ctid,oilrig::unknown,28,"[""T1070"",""T1105"",""T1572""]",3,"[""T1078"",""T1021"",""T1003"",""T1105"",""T1041""]"
ctid::oilrig::unknown::0029,ctid,oilrig::unknown,29,"[""T1105"",""T1572"",""T1021""]",3,"[""T1003"",""T1078"",""T1021"",""T1105"",""T1041""]"
ctid::oilrig::unknown::0030,ctid,oilrig::unknown,30,"[""T1572"",""T1021"",""T1105""]",3,"[""T1021"",""T1078"",""T1003"",""T1105"",""T1041""]"
ctid::oilrig::unknown::0031,ctid,oilrig::unknown,31,"[""T1021"",""T1105"",""T1569""]",3,"[""T1021"",""T1078"",""T1003"",""T1105"",""T1041""]"
ctid::oilrig::unknown::0032,ctid,oilrig::unknown,32,"[""T1105"",""T1569"",""T1083""]",3,"[""T1021"",""T1078"",""T1003"",""T1105"",""T1059""]"
ctid::oilrig::unknown::0033,ctid,oilrig::unknown,33,"[""T1569"",""T1083"",""T1048""]",3,"[""T1021"",""T1003"",""T1105"",""T1078"",""T1059""]"
ctid::oilrig::unknown::0035,ctid,oilrig::unknown,35,"[""T1048"",""T1070""]",2,"[""T1021"",""T1105"",""T1003"",""T1078"",""T1041""]"
ctid::oilrig::unknown::0036,ctid,oilrig::unknown,36,"[""T1070""]",1,"[""T1003"",""T1021"",""T1105"",""T1048"",""T1078""]"
ctid::sandworm::unknown::0001,ctid,sandworm::unknown,1,"[""T1505"",""T1033"",""T1082""]",3,"[""T1078"",""T1059"",""T1021"",""T1003"",""T1105""]"
ctid::sandworm::unknown::0002,ctid,sandworm::unknown,2,"[""T1033"",""T1082"",""T1083""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
ctid::sandworm::unknown::0003,ctid,sandworm::unknown,3,"[""T1082"",""T1083"",""T1003""]",3,"[""T1059"",""T1082"",""T1016"",""T1046"",""T1021""]"
ctid::sandworm::unknown::0004,ctid,sandworm::unknown,4,"[""T1083"",""T1003"",""T1105""]",3,"[""T1059"",""T1083"",""T1016"",""T1046"",""T1005""]"
ctid::sandworm::unknown::0005,ctid,sandworm::unknown,5,"[""T1003"",""T1105"",""T1548""]",3,"[""T1059"",""T1082"",""T1005"",""T1021"",""T1078""]"
ctid::sandworm::unknown::0006,ctid,sandworm::unknown,6,"[""T1105"",""T1548"",""T1053""]",3,"[""T1078"",""T1021"",""T1059"",""T1005"",""T1547""]"
ctid::sandworm::unknown::0007,ctid,sandworm::unknown,7,"[""T1548"",""T1053"",""T1543""]",3,"[""T1078"",""T1021"",""T1059"",""T1543"",""T1105""]"
ctid::sandworm::unknown::0008,ctid,sandworm::unknown,8,"[""T1053"",""T1543"",""T1003""]",3,"[""T1021"",""T1078"",""T1059"",""T1005"",""T1543""]"
ctid::sandworm::unknown::0009,ctid,sandworm::unknown,9,"[""T1543"",""T1003"",""T1552""]",3,"[""T1021"",""T1078"",""T1005"",""T1059"",""T1543""]"
ctid::sandworm::unknown::0011,ctid,sandworm::unknown,11,"[""T1552"",""T1021"",""T1569""]",3,"[""T1059"",""T1021"",""T1078"",""T1105"",""T1003""]"
ctid::sandworm::unknown::0012,ctid,sandworm::unknown,12,"[""T1021"",""T1569"",""T1547""]",3,"[""T1059"",""T1021"",""T1078"",""T1005"",""T1046""]"
ctid::sandworm::unknown::0013,ctid,sandworm::unknown,13,"[""T1569"",""T1547"",""T1033""]",3,"[""T1021"",""T1003"",""T1552"",""T1059"",""T1078""]"
ctid::sandworm::unknown::0014,ctid,sandworm::unknown,14,"[""T1547"",""T1033"",""T1082""]",3,"[""T1021"",""T1548"",""T1053"",""T1552"",""T1482""]"
ctid::sandworm::unknown::0015,ctid,sandworm::unknown,15,"[""T1033"",""T1082"",""T1083""]",3,"[""T1021"",""T1003"",""T1552"",""T1547"",""T1053""]"
ctid::sandworm::unknown::0016,ctid,sandworm::unknown,16,"[""T1082"",""T1083"",""T1049""]",3,"[""T1021"",""T1547"",""T1053"",""T1003"",""T1552""]"
ctid::sandworm::unknown::0017,ctid,sandworm::unknown,17,"[""T1083"",""T1049"",""T1105""]",3,"[""T1021"",""T1003"",""T1552"",""T1059"",""T1078""]"
ctid::sandworm::unknown::0018,ctid,sandworm::unknown,18,"[""T1049"",""T1105"",""T1555""]",3,"[""T1021"",""T1003"",""T1552"",""T1059"",""T1078""]"
ctid::sandworm::unknown::0019,ctid,sandworm::unknown,19,"[""T1105"",""T1555""]",2,"[""T1021"",""T1003"",""T1552"",""T1059"",""T1078""]"
ctid::sandworm::unknown::0020,ctid,sandworm::unknown,20,"[""T1555"",""T1105"",""T1056""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
ctid::sandworm::unknown::0021,ctid,sandworm::unknown,21,"[""T1105"",""T1056"",""T1041""]",3,"[""T1555"",""T1003"",""T1021"",""T1547"",""T1059""]"
ctid::sandworm::unknown::0022,ctid,sandworm::unknown,22,"[""T1056"",""T1041""]",2,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
ctid::sandworm::unknown::0023,ctid,sandworm::unknown,23,"[""T1041"",""T1056"",""T1018""]",3,"[""T1003"",""T1021"",""T1555"",""T1056"",""T1547""]"
ctid::sandworm::unknown::0024,ctid,sandworm::unknown,24,"[""T1056"",""T1018"",""T1070""]",3,"[""T1021"",""T1003"",""T1105"",""T1059"",""T1482""]"
ctid::sandworm::unknown::0025,ctid,sandworm::unknown,25,"[""T1018"",""T1070"",""T1021""]",3,"[""T1003"",""T1552"",""T1021"",""T1105"",""T1056""]"
ctid::sandworm::unknown::0026,ctid,sandworm::unknown,26,"[""T1070"",""T1021"",""T1105""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1486""]"
ctid::sandworm::unknown::0027,ctid,sandworm::unknown,27,"[""T1021"",""T1105""]",2,"[""T1021"",""T1003"",""T1105"",""T1059"",""T1070""]"
ctid::sandworm::unknown::0028,ctid,sandworm::unknown,28,"[""T1105"",""T1021""]",2,"[""T1021"",""T1003"",""T1105"",""T1070"",""T1486""]"
ctid::sandworm::unknown::0029,ctid,sandworm::unknown,29,"[""T1021"",""T1105"",""T1486""]",3,"[""T1021"",""T1003"",""T1105"",""T1070"",""T1486""]"
ctid::sandworm::unknown::0030,ctid,sandworm::unknown,30,"[""T1105"",""T1486"",""T1021""]",3,"[""T1021"",""T1003"",""T1105"",""T1059"",""T1486""]"
ctid::sandworm::unknown::0031,ctid,sandworm::unknown,31,"[""T1486"",""T1021""]",2,"[""T1021"",""T1105"",""T1003"",""T1070"",""T1059""]"
ctid::sandworm::unknown::0032,ctid,sandworm::unknown,32,"[""T1021""]",1,"[""T1021"",""T1003"",""T1105"",""T1070"",""T1486""]"
ctid::turla_carbon::unknown::0001,ctid,turla_carbon::unknown,1,"[""T1204"",""T1069"",""T1059""]",3,"[""T1204"",""T1059"",""T1105"",""T1071"",""T1547""]"
ctid::turla_carbon::unknown::0002,ctid,turla_carbon::unknown,2,"[""T1069"",""T1059"",""T1574""]",3,"[""T1059"",""T1105"",""T1053"",""T1547"",""T1071""]"
ctid::turla_carbon::unknown::0003,ctid,turla_carbon::unknown,3,"[""T1059"",""T1574"",""T1105""]",3,"[""T1059"",""T1082"",""T1057"",""T1016"",""T1105""]"
ctid::turla_carbon::unknown::0004,ctid,turla_carbon::unknown,4,"[""T1574"",""T1105"",""T1112""]",3,"[""T1057"",""T1082"",""T1016"",""T1033"",""T1003""]"
ctid::turla_carbon::unknown::0005,ctid,turla_carbon::unknown,5,"[""T1105"",""T1112"",""T1033""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1547""]"
ctid::turla_carbon::unknown::0006,ctid,turla_carbon::unknown,6,"[""T1112"",""T1033"",""T1110""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
ctid::turla_carbon::unknown::0007,ctid,turla_carbon::unknown,7,"[""T1033"",""T1110"",""T1070""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1543""]"
ctid::turla_carbon::unknown::0008,ctid,turla_carbon::unknown,8,"[""T1110"",""T1070"",""T1570""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1082""]"
ctid::turla_carbon::unknown::0009,ctid,turla_carbon::unknown,9,"[""T1070"",""T1570"",""T1053""]",3,"[""T1021"",""T1003"",""T1078"",""T1053"",""T1047""]"
ctid::turla_carbon::unknown::0010,ctid,turla_carbon::unknown,10,"[""T1570"",""T1053"",""T1069""]",3,"[""T1021"",""T1003"",""T1078"",""T1053"",""T1046""]"
ctid::turla_carbon::unknown::0011,ctid,turla_carbon::unknown,11,"[""T1053"",""T1069"",""T1018""]",3,"[""T1021"",""T1003"",""T1078"",""T1053"",""T1046""]"
ctid::turla_carbon::unknown::0012,ctid,turla_carbon::unknown,12,"[""T1069"",""T1018"",""T1003""]",3,"[""T1053"",""T1078"",""T1021"",""T1003"",""T1105""]"
ctid::turla_carbon::unknown::0013,ctid,turla_carbon::unknown,13,"[""T1018"",""T1003"",""T1105""]",3,"[""T1059"",""T1003"",""T1078"",""T1021"",""T1053""]"
ctid::turla_carbon::unknown::0014,ctid,turla_carbon::unknown,14,"[""T1003"",""T1105"",""T1550""]",3,"[""T1087"",""T1003"",""T1053"",""T1021"",""T1078""]"
ctid::turla_carbon::unknown::0015,ctid,turla_carbon::unknown,15,"[""T1105"",""T1550"",""T1070""]",3,"[""T1003"",""T1078"",""T1021"",""T1053"",""T1105""]"
ctid::turla_carbon::unknown::0016,ctid,turla_carbon::unknown,16,"[""T1550"",""T1070"",""T1105""]",3,"[""T1003"",""T1570"",""T1053"",""T1078"",""T1105""]"
ctid::turla_carbon::unknown::0017,ctid,turla_carbon::unknown,17,"[""T1070"",""T1105"",""T1021""]",3,"[""T1021"",""T1003"",""T1053"",""T1078"",""T1105""]"
ctid::turla_carbon::unknown::0018,ctid,turla_carbon::unknown,18,"[""T1105"",""T1021""]",2,"[""T1021"",""T1005"",""T1078"",""T1083"",""T1046""]"
ctid::turla_carbon::unknown::0019,ctid,turla_carbon::unknown,19,"[""T1021"",""T1105""]",2,"[""T1059"",""T1003"",""T1105"",""T1078"",""T1021""]"
ctid::turla_carbon::unknown::0020,ctid,turla_carbon::unknown,20,"[""T1105"",""T1021"",""T1070""]",3,"[""T1021"",""T1003"",""T1053"",""T1078"",""T1105""]"
ctid::turla_carbon::unknown::0021,ctid,turla_carbon::unknown,21,"[""T1021"",""T1070"",""T1205""]",3,"[""T1021"",""T1105"",""T1003"",""T1059"",""T1078""]"
ctid::turla_carbon::unknown::0022,ctid,turla_carbon::unknown,22,"[""T1070"",""T1205"",""T1189""]",3,"[""T1105"",""T1021"",""T1003"",""T1059"",""T1078""]"
ctid::turla_carbon::unknown::0023,ctid,turla_carbon::unknown,23,"[""T1205"",""T1189""]",2,"[""T1021"",""T1105"",""T1003"",""T1059"",""T1078""]"
ctid::turla_snake::unknown::0001,ctid,turla_snake::unknown,1,"[""T1204"",""T1082"",""T1105""]",3,"[""T1204"",""T1105"",""T1059"",""T1071"",""T1547""]"
ctid::turla_snake::unknown::0002,ctid,turla_snake::unknown,2,"[""T1082"",""T1105"",""T1014""]",3,"[""T1059"",""T1105"",""T1547"",""T1055"",""T1021""]"
ctid::turla_snake::unknown::0003,ctid,turla_snake::unknown,3,"[""T1105"",""T1014"",""T1057""]",3,"[""T1016"",""T1033"",""T1057"",""T1069"",""T1087""]"
ctid::turla_snake::unknown::0004,ctid,turla_snake::unknown,4,"[""T1014"",""T1057"",""T1087""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1547""]"
