score_row,held_out_source,inner_training_source,inner_validation_source,seed,learning_rate,epoch,beta,sample_id,campaign_id
6851,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Marriott Breach::0004,Marriott Breach
6852,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Muddy Water::0001,Muddy Water
6853,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Muddy Water::0002,Muddy Water
6854,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Muddy Water::0003,Muddy Water
6855,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Muddy Water::0004,Muddy Water
6856,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Muddy Water::0005,Muddy Water
6857,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Muddy Water::0006,Muddy Water
6858,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Muddy Water::0008,Muddy Water
6859,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Muddy Water::0009,Muddy Water
6860,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0001,NotPetya
6861,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0002,NotPetya
6862,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0003,NotPetya
6863,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0004,NotPetya
6864,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0008,NotPetya
6865,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0009,NotPetya
6866,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0010,NotPetya
6867,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0011,NotPetya
6868,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0012,NotPetya
6869,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0013,NotPetya
6870,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0014,NotPetya
6871,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0015,NotPetya
6872,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::NotPetya::0016,NotPetya
6873,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0001,OceanLotus
6874,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0002,OceanLotus
6875,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0003,OceanLotus
6876,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0004,OceanLotus
6877,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0005,OceanLotus
6878,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0006,OceanLotus
6879,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0007,OceanLotus
6880,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0008,OceanLotus
6881,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0009,OceanLotus
6882,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0010,OceanLotus
6883,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0011,OceanLotus
6884,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0012,OceanLotus
6885,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0013,OceanLotus
6886,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0014,OceanLotus
6887,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0015,OceanLotus
6888,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0016,OceanLotus
6889,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0017,OceanLotus
6890,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0018,OceanLotus
6891,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0019,OceanLotus
6892,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::OceanLotus::0020,OceanLotus
6893,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0001,REvil
6894,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0002,REvil
6895,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0003,REvil
6896,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0004,REvil
6897,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0005,REvil
6898,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0006,REvil
6899,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0007,REvil
6900,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0008,REvil
6901,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0009,REvil
6902,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0010,REvil
6903,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0011,REvil
6904,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0012,REvil
6905,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0013,REvil
6906,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0014,REvil
6907,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0015,REvil
6908,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0016,REvil
6909,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0017,REvil
6910,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::REvil::0018,REvil
6911,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0001,Ragnar Locker
6912,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0002,Ragnar Locker
6913,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0003,Ragnar Locker
6914,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0004,Ragnar Locker
6915,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0005,Ragnar Locker
6916,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0006,Ragnar Locker
6917,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0007,Ragnar Locker
6918,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0008,Ragnar Locker
6919,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0009,Ragnar Locker
6920,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0010,Ragnar Locker
6921,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0011,Ragnar Locker
6922,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Ragnar Locker::0012,Ragnar Locker
6923,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SWIFT Heist::0001,SWIFT Heist
6924,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SWIFT Heist::0002,SWIFT Heist
6925,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SWIFT Heist::0003,SWIFT Heist
6926,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SWIFT Heist::0004,SWIFT Heist
6927,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0001,SearchAwesome Adware
6928,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0002,SearchAwesome Adware
6929,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0003,SearchAwesome Adware
6930,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0004,SearchAwesome Adware
6931,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0005,SearchAwesome Adware
6932,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0006,SearchAwesome Adware
6933,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0007,SearchAwesome Adware
6934,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0008,SearchAwesome Adware
6935,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0009,SearchAwesome Adware
6936,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SearchAwesome Adware::0010,SearchAwesome Adware
6937,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0001,Shamoon
6938,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0002,Shamoon
6939,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0003,Shamoon
6940,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0004,Shamoon
6941,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0005,Shamoon
6942,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0006,Shamoon
6943,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0007,Shamoon
6944,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0008,Shamoon
6945,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0009,Shamoon
6946,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0010,Shamoon
6947,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0011,Shamoon
6948,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0012,Shamoon
6949,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0013,Shamoon
6950,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0014,Shamoon
6951,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0015,Shamoon
6952,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0016,Shamoon
6953,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0017,Shamoon
6954,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Shamoon::0018,Shamoon
6955,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0001,SolarWinds
6956,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0002,SolarWinds
6957,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0003,SolarWinds
6958,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0004,SolarWinds
6959,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0005,SolarWinds
6960,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0006,SolarWinds
6961,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0007,SolarWinds
6962,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0008,SolarWinds
6963,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0009,SolarWinds
6964,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0010,SolarWinds
6965,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0011,SolarWinds
6966,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0012,SolarWinds
6967,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0013,SolarWinds
6968,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0014,SolarWinds
6969,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0015,SolarWinds
6970,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::SolarWinds::0016,SolarWinds
6971,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0001,Sony Malware
6972,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0002,Sony Malware
6973,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0003,Sony Malware
6974,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0004,Sony Malware
6975,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0005,Sony Malware
6976,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0006,Sony Malware
6977,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0007,Sony Malware
6978,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0008,Sony Malware
6979,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0009,Sony Malware
6980,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0010,Sony Malware
6981,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0011,Sony Malware
6982,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Sony Malware::0012,Sony Malware
6983,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Target Breach::0001,Target Breach
6984,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Target Breach::0002,Target Breach
6985,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Target Breach::0003,Target Breach
6986,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Target Breach::0004,Target Breach
6987,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Target Breach::0008,Target Breach
6988,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Target Breach::0009,Target Breach
6989,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Target Breach::0010,Target Breach
6990,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Target Breach::0011,Target Breach
6991,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Tesla Kubernetes Breach::0001,Tesla Kubernetes Breach
6992,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Tesla Kubernetes Breach::0002,Tesla Kubernetes Breach
6993,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Tesla Kubernetes Breach::0003,Tesla Kubernetes Breach
6994,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Uber Breach::0001,Uber Breach
6995,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Uber Breach::0002,Uber Breach
6996,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Uber Breach::0003,Uber Breach
6997,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Uber Breach::0004,Uber Breach
6998,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Uber Breach::0005,Uber Breach
6999,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::Uber Breach::0006,Uber Breach
7000,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0001,WhisperGate
7001,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0002,WhisperGate
7002,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0003,WhisperGate
7003,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0004,WhisperGate
7004,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0005,WhisperGate
7005,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0006,WhisperGate
7006,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0007,WhisperGate
7007,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0008,WhisperGate
7008,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0009,WhisperGate
7009,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0010,WhisperGate
7010,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0011,WhisperGate
7011,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0013,WhisperGate
7012,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0014,WhisperGate
7013,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0015,WhisperGate
7014,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0016,WhisperGate
7015,stockpile,ctid,attack_flow,44,0.0003,40,0.9,attack_flow::WhisperGate::0017,WhisperGate
7016,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0001,Black Basta Ransomware
7017,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0002,Black Basta Ransomware
7018,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0003,Black Basta Ransomware
7019,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0004,Black Basta Ransomware
7020,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0005,Black Basta Ransomware
7021,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0006,Black Basta Ransomware
7022,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0007,Black Basta Ransomware
7023,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0008,Black Basta Ransomware
7024,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0009,Black Basta Ransomware
7025,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0010,Black Basta Ransomware
7026,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0011,Black Basta Ransomware
7027,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0012,Black Basta Ransomware
7028,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0013,Black Basta Ransomware
7029,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0014,Black Basta Ransomware
7030,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0015,Black Basta Ransomware
7031,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0016,Black Basta Ransomware
7032,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0017,Black Basta Ransomware
7033,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0018,Black Basta Ransomware
7034,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0019,Black Basta Ransomware
7035,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0020,Black Basta Ransomware
7036,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0021,Black Basta Ransomware
7037,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0022,Black Basta Ransomware
7038,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0023,Black Basta Ransomware
7039,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::Black Basta Ransomware::0024,Black Basta Ransomware
7040,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,CISA AA22-138B VMWare Workspace (Alt)
7041,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0002,CISA AA22-138B VMWare Workspace (Alt)
7042,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,CISA AA22-138B VMWare Workspace (Alt)
7043,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0004,CISA AA22-138B VMWare Workspace (Alt)
7044,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0005,CISA AA22-138B VMWare Workspace (Alt)
7045,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0006,CISA AA22-138B VMWare Workspace (Alt)
7046,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0007,CISA AA22-138B VMWare Workspace (Alt)
7047,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0008,CISA AA22-138B VMWare Workspace (Alt)
7048,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0001,CISA AA22-138B VMWare Workspace (TA1)
7049,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0002,CISA AA22-138B VMWare Workspace (TA1)
7050,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0003,CISA AA22-138B VMWare Workspace (TA1)
7051,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0004,CISA AA22-138B VMWare Workspace (TA1)
7052,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0005,CISA AA22-138B VMWare Workspace (TA1)
7053,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0006,CISA AA22-138B VMWare Workspace (TA1)
7054,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0007,CISA AA22-138B VMWare Workspace (TA1)
7055,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0008,CISA AA22-138B VMWare Workspace (TA1)
7056,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0001,CISA AA22-138B VMWare Workspace (TA2)
7057,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0002,CISA AA22-138B VMWare Workspace (TA2)
7058,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0003,CISA AA22-138B VMWare Workspace (TA2)
7059,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0004,CISA AA22-138B VMWare Workspace (TA2)
7060,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0005,CISA AA22-138B VMWare Workspace (TA2)
7061,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0006,CISA AA22-138B VMWare Workspace (TA2)
7062,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0007,CISA AA22-138B VMWare Workspace (TA2)
7063,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0008,CISA AA22-138B VMWare Workspace (TA2)
7064,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0009,CISA AA22-138B VMWare Workspace (TA2)
7065,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0010,CISA AA22-138B VMWare Workspace (TA2)
7066,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0001,CISA Iranian APT
7067,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0002,CISA Iranian APT
7068,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0003,CISA Iranian APT
7069,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0004,CISA Iranian APT
7070,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0005,CISA Iranian APT
7071,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0006,CISA Iranian APT
7072,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0007,CISA Iranian APT
7073,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0008,CISA Iranian APT
7074,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0009,CISA Iranian APT
7075,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0010,CISA Iranian APT
7076,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0011,CISA Iranian APT
7077,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0012,CISA Iranian APT
7078,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0013,CISA Iranian APT
7079,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0014,CISA Iranian APT
7080,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0015,CISA Iranian APT
7081,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0016,CISA Iranian APT
7082,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0017,CISA Iranian APT
7083,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0018,CISA Iranian APT
7084,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0019,CISA Iranian APT
7085,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0020,CISA Iranian APT
7086,stockpile,ctid,attack_flow,45,0.0003,40,0.9,attack_flow::CISA Iranian APT::0021,CISA Iranian APT
