sample_id,source_audit_only,campaign_id_audit_only,prefix_len,observed_events,target_steps_excluded,source_literal_redactions,campaign_literal_redactions,request_payload_sha256,network_status
ctid::apt29::unknown::0030,ctid,apt29::unknown,30,30,3,0,0,b6ba2c5e5ebaf127c1bd70bb08674872ea79ec7bb1ae979deef1904de6a30657,NOT_SENT
ctid::apt29::unknown::0031,ctid,apt29::unknown,31,31,3,0,0,6f5d462c7464b41ea5fc570516a796b4ae8045847d5aa70da237fe510ffd2cc0,NOT_SENT
ctid::apt29::unknown::0032,ctid,apt29::unknown,32,32,3,0,0,50027d254b51adb828b0b416a7ebe21d14a2f05fe8ef693bdf0757efc4198723,NOT_SENT
ctid::apt29::unknown::0033,ctid,apt29::unknown,33,33,3,0,0,cc0023dc16040b5eadb06fb0617c92927364f8098a47358af39b13d9f8a6ba67,NOT_SENT
ctid::apt29::unknown::0034,ctid,apt29::unknown,34,34,3,0,0,d070772869e39f85d0fc1614c0cff8440397bd06d2317c46924b7f29e1598cd0,NOT_SENT
ctid::apt29::unknown::0035,ctid,apt29::unknown,35,35,3,0,0,600ecced799e91ab9eea6a563b2dc7f568a0181e5e254a0e9eeafc144f9e3249,NOT_SENT
ctid::apt29::unknown::0036,ctid,apt29::unknown,36,36,3,0,0,f25d0d3d4204eb66f6e6a1bdda12bf8d60191323d30c057803e9303f36cca122,NOT_SENT
ctid::apt29::unknown::0037,ctid,apt29::unknown,37,37,3,0,0,2ca4be494ff4525b9a524cceb94bdc2262ddab45f0ed3642f3ee44047e639a21,NOT_SENT
ctid::apt29::unknown::0038,ctid,apt29::unknown,38,38,3,0,0,af41e2de6dac3f905b35b1f34a5522e6a03234279ef2fd3fbdfad3e84a2f6c75,NOT_SENT
ctid::apt29::unknown::0039,ctid,apt29::unknown,39,39,3,0,0,776c90a72898ab4ece52e593e44fdec8b457e788234ee5cdea1e1c7475f092c6,NOT_SENT
ctid::apt29::unknown::0040,ctid,apt29::unknown,40,40,3,0,0,09145600c6f54fe6ae42d05985993e2bdb27975cc9aef56b4cb16b60cba15c2a,NOT_SENT
ctid::apt29::unknown::0041,ctid,apt29::unknown,41,41,3,0,0,f3a4fc7237c1465b09c8219b40ccbffd3109b7f3455dba8e91c4e4cb683b10be,NOT_SENT
ctid::apt29::unknown::0042,ctid,apt29::unknown,42,42,3,0,0,9963654cf2fd0d7af0e305caa2f5c2881a1ed1c79200d586047f77ba3c129169,NOT_SENT
ctid::apt29::unknown::0043,ctid,apt29::unknown,43,43,3,0,0,4ebefca3adbba93f839ec144b06c21c6bdf1ae67840f1ab204a14972f8b2668a,NOT_SENT
ctid::apt29::unknown::0044,ctid,apt29::unknown,44,44,3,0,0,7a930f85463ca6b0f898a0bcd2ee4830e822716a46a2aa8ab98fba79bf4f4dcf,NOT_SENT
ctid::apt29::unknown::0045,ctid,apt29::unknown,45,45,3,0,0,756d984430f23f197507998b467144eb953ec3103ff9f37d47a55ed727f851b4,NOT_SENT
ctid::apt29::unknown::0046,ctid,apt29::unknown,46,46,3,0,0,ce417742db50d748d51eb35ab7d60e7460ca09453e363376514c4eede03a0fc8,NOT_SENT
ctid::apt29::unknown::0047,ctid,apt29::unknown,47,47,3,0,0,5058d24ee498e815a0d7646d3a4f1c2a5e9f043235a7eb0ed2396dcf2954c07c,NOT_SENT
ctid::apt29::unknown::0048,ctid,apt29::unknown,48,48,3,0,0,ff1468e0dcf2554cc3f2b2632b4f8d9a7603c6aeda78f531baaf020720277aee,NOT_SENT
ctid::apt29::unknown::0049,ctid,apt29::unknown,49,49,3,0,0,590385e88998f3a87d841903c57566a8748c6a11beb64711f5ac1d5e3b38a129,NOT_SENT
ctid::apt29::unknown::0050,ctid,apt29::unknown,50,50,3,0,0,a4b83bc7f0e81714b087ede6f8e518ac66b4daf78ed96d1e495c4c07e62e3347,NOT_SENT
ctid::apt29::unknown::0051,ctid,apt29::unknown,51,51,3,0,0,bb2ccf84fa099d3085cac146181942747e77a54ad74f19156a130092bffb9e2c,NOT_SENT
ctid::apt29::unknown::0052,ctid,apt29::unknown,52,52,3,0,0,74afd4e0a0e8e3615b1fb864d2270a90e15a76a5beef4a117fbbd10ba8b50670,NOT_SENT
ctid::apt29::unknown::0053,ctid,apt29::unknown,53,53,3,0,0,d98264428c526ec88bed52cb79bbc2898bda956387f67a2d9431a725c380842d,NOT_SENT
ctid::apt29::unknown::0054,ctid,apt29::unknown,54,54,3,0,0,38cf0d4d9a7f470d7af379c40a47d899d575f2117c009a7610e0a1d548f324a9,NOT_SENT
ctid::apt29::unknown::0055,ctid,apt29::unknown,55,55,3,0,0,28004e9412408e53c9812f9375678627bdab78b9c8a8c048264d45a49cdad0f7,NOT_SENT
ctid::apt29::unknown::0056,ctid,apt29::unknown,56,56,3,0,0,6c7d16173bb1198addcc4fd0f76a6a30394fa885b594ed7ebbb11dbdcb5b6fcc,NOT_SENT
ctid::apt29::unknown::0057,ctid,apt29::unknown,57,57,3,0,0,45faa00144147682577220adb2cc72ba27536d7c35d64b3a8bfddfc167bbec66,NOT_SENT
ctid::apt29::unknown::0058,ctid,apt29::unknown,58,58,3,0,0,c91fd10e898520e72d7e1093f3ad9414c1379de88875f0cdb1bb971780484e2e,NOT_SENT
ctid::apt29::unknown::0059,ctid,apt29::unknown,59,59,3,0,0,2064edca462abe651f818afe5ab308e5a9b79ff6b07065125794e52df23cb6d5,NOT_SENT
ctid::apt29::unknown::0060,ctid,apt29::unknown,60,60,3,0,0,3e060b16ce2c7827d96a4287d277ccd5d938f9085201b0984d78dbbd60384d28,NOT_SENT
ctid::apt29::unknown::0061,ctid,apt29::unknown,61,61,3,0,0,3659b6a040b95a3d98af780a9f5b41007fff0e328bc1364d95188ee98ada1cbb,NOT_SENT
ctid::apt29::unknown::0062,ctid,apt29::unknown,62,62,3,0,0,12f7b5bdf01d33719325d5018a81a51e86938ee055202a13217b79bb495f257b,NOT_SENT
ctid::apt29::unknown::0063,ctid,apt29::unknown,63,63,2,0,0,690fcf4c7de5022160b4da08d03e09b25cbb7b9f0f6e5349d021430d9750cd91,NOT_SENT
ctid::apt29::unknown::0064,ctid,apt29::unknown,64,64,1,0,0,4489880f0f970c910f21efdb21fef1baa2d5339749724edf654b59ba8b605804,NOT_SENT
ctid::carbanak::unknown::0001,ctid,carbanak::unknown,1,1,3,0,0,72f8a36e13df6a88dd953e84d669e59664235c52e965be6883238c601bdf6eb9,NOT_SENT
ctid::carbanak::unknown::0002,ctid,carbanak::unknown,2,2,3,0,0,559c2b09c87eb987f4d4d35dc83dab67a10bff27f589dfa04b3cd3f8b5ec9dec,NOT_SENT
ctid::carbanak::unknown::0003,ctid,carbanak::unknown,3,3,3,0,0,b6c8ef2a29354d9c2e13913b183962922df188626805df5e74603a4bcad76228,NOT_SENT
ctid::carbanak::unknown::0004,ctid,carbanak::unknown,4,4,3,0,0,105376b527b5b7843032f63af47edebb5e85f5b940039af775d26951dbc2802e,NOT_SENT
ctid::carbanak::unknown::0005,ctid,carbanak::unknown,5,5,3,0,0,3dcf84fed270c1ee2394503ac8887741a71f37c0f723b3cd03b99d974f86f8c4,NOT_SENT
ctid::carbanak::unknown::0006,ctid,carbanak::unknown,6,6,3,0,0,21181013b2a1a56eed1fb627c82707764cd31fa2977e04c08e6a4851b49704a5,NOT_SENT
ctid::carbanak::unknown::0008,ctid,carbanak::unknown,8,8,3,0,0,1c8d5c8af8d912f0eed7d90c7788fadca6a5879ea9f2811a95aab01331f35701,NOT_SENT
ctid::carbanak::unknown::0009,ctid,carbanak::unknown,9,9,3,0,0,ce526e76305d9398718dda866831435781644804713871a7486e2ede8cfc1ba3,NOT_SENT
ctid::carbanak::unknown::0010,ctid,carbanak::unknown,10,10,3,0,0,efd6c58783e54e3eac0cbf8b0294a89500325605e88bf6682a0d6e42248a666c,NOT_SENT
ctid::carbanak::unknown::0011,ctid,carbanak::unknown,11,11,3,0,0,26138f9f2c5427775bc8387bb693d973d472ab7b3731c35d0059507db6eb5c20,NOT_SENT
ctid::carbanak::unknown::0012,ctid,carbanak::unknown,12,12,3,0,0,c95d5063b96f7ca23ea861c95d4a13716b4d250ef425f385ff913b0fdcffed55,NOT_SENT
ctid::carbanak::unknown::0013,ctid,carbanak::unknown,13,13,3,0,0,04b1abb14fb6562ea3556dc6e0192b4fbeb343ed225b794e1e49678cd47ed408,NOT_SENT
ctid::carbanak::unknown::0014,ctid,carbanak::unknown,14,14,3,0,0,ad1c66da9663003ddc22e22c59079f65a239c780eacb7305d6d02a0c896cb5e6,NOT_SENT
ctid::carbanak::unknown::0015,ctid,carbanak::unknown,15,15,3,0,0,bc537ec28555a1a99db010d691e3a4e38907014799495ff21c6d00d896f59f88,NOT_SENT
ctid::carbanak::unknown::0016,ctid,carbanak::unknown,16,16,3,0,0,e1ccb351d7f8d13f06f8fecc5ff82a71045ca4fd92a5cfba85e493c7314ce3f6,NOT_SENT
ctid::carbanak::unknown::0017,ctid,carbanak::unknown,17,17,3,0,0,cb8a0654b8a2cc42b121fc240d6f13eb4af44246f432ba2c619e6a5c646685e6,NOT_SENT
ctid::carbanak::unknown::0018,ctid,carbanak::unknown,18,18,3,0,0,ce5d5b199ef99a27d3247daf00ebd0dec4041e4a6f2eaa030a72e64e86bcd52e,NOT_SENT
ctid::carbanak::unknown::0019,ctid,carbanak::unknown,19,19,2,0,0,3c4cab1437f6629c2481b9875609845bfd5ed2d90c5fdccf6811d027c5c25760,NOT_SENT
ctid::carbanak::unknown::0020,ctid,carbanak::unknown,20,20,1,0,0,713a113a7bb7b14c553cb0f1e383243c099e6c9a3c20ab0edb197b3e52bddc68,NOT_SENT
ctid::fin6::unknown::0001,ctid,fin6::unknown,1,1,3,0,0,ae28cf51797a71b71251ffa4d34d8e2027bce0a8ccac50559fc9a2150a0bb5f3,NOT_SENT
ctid::fin6::unknown::0002,ctid,fin6::unknown,2,2,3,0,0,5d629f145ca546b82f1a1557c30fb73474d137c3ee917ac18020d45129edeed4,NOT_SENT
ctid::fin6::unknown::0003,ctid,fin6::unknown,3,3,3,0,0,d7117571303ee062d1ab813e4cf42d5b3c10be04d101039a189a1ac42bff7194,NOT_SENT
ctid::fin6::unknown::0004,ctid,fin6::unknown,4,4,3,0,0,38830c715406b1991defc67b7000b01c1431b8bfb126fefe0d9c1eb6162c4a21,NOT_SENT
ctid::fin6::unknown::0005,ctid,fin6::unknown,5,5,3,0,0,9dff995c84efe4b66163e9fcb404d1a05a323e2b6f255943e91f0160e4debb9a,NOT_SENT
ctid::fin6::unknown::0006,ctid,fin6::unknown,6,6,3,0,0,2b873726f88bd39ec32bba38df1cec783bfc6064f5eb3e2ac3f7c23fad329d59,NOT_SENT
ctid::fin6::unknown::0007,ctid,fin6::unknown,7,7,3,0,0,b6c6440e0a0250dd4bd815ca6bf0f6934efd253a7d3895862a0a99f5e545ed42,NOT_SENT
ctid::fin6::unknown::0008,ctid,fin6::unknown,8,8,3,0,0,340698e47de3bc5ea259eb8f7fad06b94dbec550f172f25c3b670a2c52be44a8,NOT_SENT
ctid::fin6::unknown::0009,ctid,fin6::unknown,9,9,3,0,0,3d8f00bf253c9018f174b45ce4ddfb0e4e95e330b8ba379f36deed8c1815cd23,NOT_SENT
ctid::fin6::unknown::0010,ctid,fin6::unknown,10,10,3,0,0,3e5ddf6b7b245811fc7c36ef4af5bb0eec3820c25ffec03287e388c4ed2826b2,NOT_SENT
ctid::fin6::unknown::0012,ctid,fin6::unknown,12,12,3,0,0,de36d5cc7ca997f38219cbb205f430664870b69e3768f138b80d0e03f32da410,NOT_SENT
ctid::fin6::unknown::0013,ctid,fin6::unknown,13,13,3,0,0,41e6f0b93bcec99d429e403eaf8a2fb0b810560612d8da203fbd8ad9eca7339f,NOT_SENT
ctid::fin6::unknown::0014,ctid,fin6::unknown,14,14,3,0,0,65355b2135cb1f9a0608b9eeff82b88e097700752981377f249bc5d4a627b0e9,NOT_SENT
ctid::fin6::unknown::0015,ctid,fin6::unknown,15,15,3,0,0,f2e8426811d9e77ad892212277a9136ff50b951f1f7b40c9fd305de4d5e0e699,NOT_SENT
ctid::fin6::unknown::0016,ctid,fin6::unknown,16,16,2,0,0,dae60bfc8335093842efea62a4d6888c84ea5150562ab7b4467ccbad4b64faef,NOT_SENT
ctid::fin6::unknown::0017,ctid,fin6::unknown,17,17,1,0,0,d4aa5f5e920e5f8d44dfaa24346241c4e62f9337604594aa454d1b6f2302e402,NOT_SENT
ctid::fin7::unknown::0001,ctid,fin7::unknown,1,1,3,0,0,254d5aedda950d9b8c3c267a9576aa69e83ea254f8ec9c38bdb253fdbf6f8742,NOT_SENT
ctid::fin7::unknown::0002,ctid,fin7::unknown,2,2,3,0,0,d42e94493d7f90bc3b587b1c7a6061d48b62b862234dc13bfd6cc93ae34a6d16,NOT_SENT
ctid::fin7::unknown::0003,ctid,fin7::unknown,3,3,3,0,0,4de8ff97230b2b921b78e6be24e7f3f142e3626bef21376d00f1b0dab849a22c,NOT_SENT
ctid::fin7::unknown::0004,ctid,fin7::unknown,4,4,3,0,0,87b0f42f7adeb9ab1bdb4ed0bffa65e9267542d2ebda7e44cfa01b9158382c45,NOT_SENT
ctid::fin7::unknown::0006,ctid,fin7::unknown,6,6,3,0,0,6054b0497caa433a3967d63bf57a9f9d401c2623bdc6f69c2032e15e3edb92e4,NOT_SENT
ctid::fin7::unknown::0007,ctid,fin7::unknown,7,7,3,0,0,4b472eb918ee3c1a39ddff5ee3d3575e3749f8e7622041cd9cb66efb6099f337,NOT_SENT
ctid::fin7::unknown::0008,ctid,fin7::unknown,8,8,2,0,0,00aa1db5bf48398ecb3c9bb784d4b2fc58f24ff85c26c8b7cff521e96d0afb88,NOT_SENT
ctid::fin7::unknown::0009,ctid,fin7::unknown,9,9,1,0,0,9c9f5706c7ad16ef2b28cb8bf1b65b00d5a2f1c346f9c5058032ffb1bc148b5d,NOT_SENT
ctid::menu_pass::unknown::0001,ctid,menu_pass::unknown,1,1,3,0,0,5206c92c2bcac7ad6f6c3c58cd6ddb4bc73263b9db1f8b1457fc928337aef948,NOT_SENT
ctid::menu_pass::unknown::0002,ctid,menu_pass::unknown,2,2,3,0,0,34279ab7fe9b6518b284ef4b69903641181a531001042a6e50623243c9434f1e,NOT_SENT
ctid::menu_pass::unknown::0003,ctid,menu_pass::unknown,3,3,3,0,0,c4ce21a61cdabd0ebc5e610944ed37af6b88cec3c5ebcfdc12439a48a24cbd51,NOT_SENT
ctid::menu_pass::unknown::0004,ctid,menu_pass::unknown,4,4,3,0,0,a69dc1855e0466b120d2f17fe4a1dda3df14f6b9422ef1c1155e068c60a79405,NOT_SENT
ctid::menu_pass::unknown::0005,ctid,menu_pass::unknown,5,5,3,0,0,afb25ed415484d2892e282eb0686d25fdb616c352dd34134b7e68a83fbdf4f39,NOT_SENT
ctid::menu_pass::unknown::0006,ctid,menu_pass::unknown,6,6,3,0,0,a6a2535f92f4b35ad86a1282c2beb425c830b2f9bab4aa72dffb6d796622c26c,NOT_SENT
ctid::menu_pass::unknown::0007,ctid,menu_pass::unknown,7,7,3,0,0,839572b6d1bd34a47a59a48fbe402a174f73174844d187f8da87f1e7467109d6,NOT_SENT
ctid::menu_pass::unknown::0008,ctid,menu_pass::unknown,8,8,3,0,0,9428ea6fc2b02f28c776843a43472628988449d31350f741eedaee7db9f64030,NOT_SENT
ctid::menu_pass::unknown::0009,ctid,menu_pass::unknown,9,9,3,0,0,006d81265653ed51cd8c8fbf34c2af5da95a066df1cf6cdf7d3792e55578932c,NOT_SENT
ctid::menu_pass::unknown::0010,ctid,menu_pass::unknown,10,10,2,0,0,89df6a665fef6ab40a61257f90076a73ea2b1a89c73f02351f792eeff656ce97,NOT_SENT
ctid::oilrig::unknown::0001,ctid,oilrig::unknown,1,1,3,0,0,6674c9542f56addb9e620fd3191bffced95b8d95ee3480bfcc4637361641ce46,NOT_SENT
ctid::oilrig::unknown::0002,ctid,oilrig::unknown,2,2,3,0,0,95f9e2310d61e0142a0ced77a5a3c2a877948b3f4b3973e68b86c599c6e0ee19,NOT_SENT
ctid::oilrig::unknown::0003,ctid,oilrig::unknown,3,3,3,0,0,f37cb4990d3bba293da4aff96210422e949a7a7a764a723d8fc7b6f895ab7f69,NOT_SENT
ctid::oilrig::unknown::0004,ctid,oilrig::unknown,4,4,3,0,0,e8730eb4bafa97e6b65f27cfe7333e950e09382976f8467fd913a284f44f95de,NOT_SENT
ctid::oilrig::unknown::0005,ctid,oilrig::unknown,5,5,3,0,0,6a50cebc2d9a692204e3ef561e760fe5cbc7aabe43aa4ccd4bc9ed785ac60767,NOT_SENT
ctid::oilrig::unknown::0006,ctid,oilrig::unknown,6,6,3,0,0,481161a8d0d8157ae862b376c48ead62f88e180e25337853ff0e62be64f97863,NOT_SENT
ctid::oilrig::unknown::0007,ctid,oilrig::unknown,7,7,3,0,0,eca0a1314a67c2044ba320a21b2847004d94e033b312c5e1f384df62036c1401,NOT_SENT
ctid::oilrig::unknown::0008,ctid,oilrig::unknown,8,8,3,0,0,e81daf85148c2c17e088bee792e65e4802eb44028acda6b92be8bc7fb5aa72c1,NOT_SENT
ctid::oilrig::unknown::0009,ctid,oilrig::unknown,9,9,3,0,0,6641caee08bcbfb44b092a9661beab5996dd4a4f331faec46936671b4c8aeadf,NOT_SENT
ctid::oilrig::unknown::0010,ctid,oilrig::unknown,10,10,3,0,0,8300666e1454ee4d7a6ff26f187fba56815c4bd131cf53f67c049d4ecf1dd202,NOT_SENT
ctid::oilrig::unknown::0011,ctid,oilrig::unknown,11,11,3,0,0,4c8df39afefc4924012250a453d1876d37a2af88e0ba8cd60c7f76c723da7688,NOT_SENT
ctid::oilrig::unknown::0012,ctid,oilrig::unknown,12,12,3,0,0,28a78352ac71bc2557692133ed92cccdd9d2bfae5a1a8b576291df0c05cfbb02,NOT_SENT
ctid::oilrig::unknown::0013,ctid,oilrig::unknown,13,13,3,0,0,746eaee0914acc722a45fcde691d2347ad3520470d7fcaeb67eba9955bca4a1f,NOT_SENT
ctid::oilrig::unknown::0014,ctid,oilrig::unknown,14,14,3,0,0,5b768377de464a2ae29ba8699a7d98d7b2f574ee4251397fb7f319460bd35afe,NOT_SENT
ctid::oilrig::unknown::0015,ctid,oilrig::unknown,15,15,3,0,0,721516d0b9455f3eaac473395645b6aa40cd46b8d0839959f1c3d1c4cb581d74,NOT_SENT
ctid::oilrig::unknown::0016,ctid,oilrig::unknown,16,16,3,0,0,bebdd0a200129c4d09fee385ab3bdcdba6e47884eb3dd7c283f074a0f0d367e5,NOT_SENT
ctid::oilrig::unknown::0017,ctid,oilrig::unknown,17,17,3,0,0,aaff167e04645c8eac28b64ab6d6396ccbb5e8bde670175fe28584b0c134f6d9,NOT_SENT
ctid::oilrig::unknown::0018,ctid,oilrig::unknown,18,18,3,0,0,5a22a5e10692cbbaf0592df89efc1faa0657390de6a569441ddf60377878e65f,NOT_SENT
ctid::oilrig::unknown::0019,ctid,oilrig::unknown,19,19,3,0,0,9e2ac42d8f5d4e660dfc84cfa8ad0ab8a3e5f8e8082315951217aa448c906fec,NOT_SENT
ctid::oilrig::unknown::0020,ctid,oilrig::unknown,20,20,3,0,0,f00b952be89b6107b5d67c0420a3c9cc4e2f7ce07031346cc3134177e12a41ad,NOT_SENT
ctid::oilrig::unknown::0021,ctid,oilrig::unknown,21,21,3,0,0,aca7792966bfbeb1689938987b4f63d9542217bd5c4e3fcfe5b721bdb6c1dab6,NOT_SENT
ctid::oilrig::unknown::0022,ctid,oilrig::unknown,22,22,3,0,0,817472e3fe74eaf0c49892a0df21aff1e22c6fffbee48adcd9b829f6d8657c7e,NOT_SENT
ctid::oilrig::unknown::0023,ctid,oilrig::unknown,23,23,3,0,0,f0febb60cae0d39206c670406fb3269226fe744b0d062506e9b5470d86ddf6ab,NOT_SENT
ctid::oilrig::unknown::0024,ctid,oilrig::unknown,24,24,3,0,0,ede96c7d77601da4304123ee04ff637a247145d39c30a8d45e4e5e95fe228767,NOT_SENT
ctid::oilrig::unknown::0025,ctid,oilrig::unknown,25,25,3,0,0,fdef03a2b713569f5019da89406ab44432874d5fc2ffba4454cd22fd7011bfc4,NOT_SENT
ctid::oilrig::unknown::0026,ctid,oilrig::unknown,26,26,3,0,0,f0296084a3f9dcb0a00d4d10482f99024d42b54a1d435598485e50c6dd8bf1e5,NOT_SENT
ctid::oilrig::unknown::0027,ctid,oilrig::unknown,27,27,3,0,0,22ec990d3c30a648d410877e206f31fd3169f030374f596c81198049fd2fb728,NOT_SENT
ctid::oilrig::unknown::0028,ctid,oilrig::unknown,28,28,3,0,0,444f08839771f167904a7412fa923f59659e8e859429d83cd06d39b297d694f0,NOT_SENT
ctid::oilrig::unknown::0029,ctid,oilrig::unknown,29,29,3,0,0,ec95b7d1bc7b9964c32a0cf66423e1f96db62eb37a4ffc36b15ccfae07e14cbf,NOT_SENT
ctid::oilrig::unknown::0030,ctid,oilrig::unknown,30,30,3,0,0,8079482f3952a00867d6c7f45a2051a00a34b11747a162059480124245790c0f,NOT_SENT
ctid::oilrig::unknown::0031,ctid,oilrig::unknown,31,31,3,0,0,febb691517060fd00566a4267112cee70904897346853180f97be4dfedd53cd6,NOT_SENT
ctid::oilrig::unknown::0032,ctid,oilrig::unknown,32,32,3,0,0,ecbb3216070f344c67106ff0aa64f69f0a43ff635cc3982c16d8d3743d4b3bac,NOT_SENT
ctid::oilrig::unknown::0033,ctid,oilrig::unknown,33,33,3,0,0,caa833408b98d2c20d1c2655bed6d59fdce0e6e0b0ec9d8d9e7fad46f3d56861,NOT_SENT
ctid::oilrig::unknown::0035,ctid,oilrig::unknown,35,35,2,0,0,bbdb1a7aea05e44c63e39e347abfe36c9c5ff1ac8eb4a5f40569afb6a86536d1,NOT_SENT
ctid::oilrig::unknown::0036,ctid,oilrig::unknown,36,36,1,0,0,2181a85474e3bfde3439b6e3458f2294ad13b4c4e16356bd70643ec4aa678753,NOT_SENT
ctid::sandworm::unknown::0001,ctid,sandworm::unknown,1,1,3,0,0,12b96bcd9835f0b3f6931845c3020f55b077cc4767df3ad89ae3b86d5853e821,NOT_SENT
ctid::sandworm::unknown::0002,ctid,sandworm::unknown,2,2,3,0,0,5821c0055a01b61ceaf1c24b8bc383749a2592b029e3be9e3a580b26da7a295d,NOT_SENT
ctid::sandworm::unknown::0003,ctid,sandworm::unknown,3,3,3,0,0,adf103dd750713067cb1bc148b65f51ba05e2d07405431209680537fd88f7a68,NOT_SENT
ctid::sandworm::unknown::0004,ctid,sandworm::unknown,4,4,3,0,0,1b062ccfb51d1e4092b4b3411dd9f29c6be5bd5c79d5235e365dc1430ee285c1,NOT_SENT
ctid::sandworm::unknown::0005,ctid,sandworm::unknown,5,5,3,0,0,4ac519834ae88f50acee3109cbbc507beb0ea523d25e4d9cf47b33e76610dea7,NOT_SENT
ctid::sandworm::unknown::0006,ctid,sandworm::unknown,6,6,3,0,0,9e38a0a16e472c8caf32aad42792d265bc6b5bed3dce6e7c088bb13c00a276e6,NOT_SENT
ctid::sandworm::unknown::0007,ctid,sandworm::unknown,7,7,3,0,0,788a25459ede789bc67e33eeed5ead6b3e38cbdbef635b43af5956cbacfb10a1,NOT_SENT
ctid::sandworm::unknown::0008,ctid,sandworm::unknown,8,8,3,0,0,b5849c213f17a096fcbb63e1fd1ad3adaac82cc9dd3e343ac5981d676e767a0a,NOT_SENT
ctid::sandworm::unknown::0009,ctid,sandworm::unknown,9,9,3,0,0,f5d1074c455a8f9bc183447cdb108304d80ef255141f40f06879c124628173bb,NOT_SENT
ctid::sandworm::unknown::0011,ctid,sandworm::unknown,11,11,3,0,0,2478958f99e9157507ad12701b020f16794d73edaee8c56a1bdacfe124d461cd,NOT_SENT
ctid::sandworm::unknown::0012,ctid,sandworm::unknown,12,12,3,0,0,2ba6cf6cff965c30857fe0919edbbc61e1ed2909b11cea9e2f82aac93ae64f07,NOT_SENT
ctid::sandworm::unknown::0013,ctid,sandworm::unknown,13,13,3,0,0,b3f7d6e9e4ad3f771554aa1ddf09e30f52bae384400d981f459bd3f642cca645,NOT_SENT
ctid::sandworm::unknown::0014,ctid,sandworm::unknown,14,14,3,0,0,bc7b294636d5e441d21a6458db65cdcf17a75ff8eb768eaeb342dfcfc0654a96,NOT_SENT
ctid::sandworm::unknown::0015,ctid,sandworm::unknown,15,15,3,0,0,93186454411238d2fb05967396354af6ecefcd52fbe6a9f51709b6210d5f2805,NOT_SENT
ctid::sandworm::unknown::0016,ctid,sandworm::unknown,16,16,3,0,0,933ad8d6c0eb003b97fc466910a23e692de121df6c3ccc93d0c5c73567e44c2d,NOT_SENT
ctid::sandworm::unknown::0017,ctid,sandworm::unknown,17,17,3,0,0,1ba5db291243fee047d18dfce242f05582fa7452d552cd814c579e9cd5e73569,NOT_SENT
ctid::sandworm::unknown::0018,ctid,sandworm::unknown,18,18,3,0,0,08225610a71359b0cae968bb906c2930cfab9331f8cc8dc69352131140b09327,NOT_SENT
ctid::sandworm::unknown::0019,ctid,sandworm::unknown,19,19,3,0,0,e91786fa6dee9d8b3b3fd99ba4c739a3db2725c0fdc3ee05ae7c59966bc4c516,NOT_SENT
ctid::sandworm::unknown::0020,ctid,sandworm::unknown,20,20,3,0,0,b94b954a3ff2cafc2d694f9e3d87d749c21c91361a461cd8f52c50aa1d29debe,NOT_SENT
ctid::sandworm::unknown::0021,ctid,sandworm::unknown,21,21,3,0,0,e5ab9367baa56f5489c3e4d650cb8872d99e90f7077df27d2509fab5eaefa4e7,NOT_SENT
ctid::sandworm::unknown::0022,ctid,sandworm::unknown,22,22,3,0,0,0a9006feae835609c8f35f6468e764610349984fb094051576bcb96672c485bd,NOT_SENT
ctid::sandworm::unknown::0023,ctid,sandworm::unknown,23,23,3,0,0,b0507636f1b010d6971c27dbf09ed28f08cf34d2f317dc4e5ecbe687bb57eddc,NOT_SENT
ctid::sandworm::unknown::0024,ctid,sandworm::unknown,24,24,3,0,0,060a776fcff1c219382053d36be27972b9185c5b069f42f3fbd81da8bc987ff5,NOT_SENT
ctid::sandworm::unknown::0025,ctid,sandworm::unknown,25,25,3,0,0,145914a2737938dc0a9992f04c4bf7cf08032d7ddd34f63386adb6247a234b75,NOT_SENT
ctid::sandworm::unknown::0026,ctid,sandworm::unknown,26,26,3,0,0,117b390c37bee0cce9a18db0ad3591b7785dbac519da602dcc87d96c7ac74d96,NOT_SENT
ctid::sandworm::unknown::0027,ctid,sandworm::unknown,27,27,3,0,0,53624a5afc7bccb5cf07402d31e923f9d4bac0e097b0bc1f5b47e15a4646ffe1,NOT_SENT
ctid::sandworm::unknown::0028,ctid,sandworm::unknown,28,28,3,0,0,93b00e416063fed6fee2b3f0923ce012a327084ee131388cc19f993769fd078f,NOT_SENT
ctid::sandworm::unknown::0029,ctid,sandworm::unknown,29,29,3,0,0,7434d1240519e2d2afbff8a0b76ac16a1efdc48c92cee0003436c8f8de19b179,NOT_SENT
ctid::sandworm::unknown::0030,ctid,sandworm::unknown,30,30,3,0,0,f357845ec160a53151850a987048f29d384ab28907801f62e1f37f268be7af63,NOT_SENT
ctid::sandworm::unknown::0031,ctid,sandworm::unknown,31,31,2,0,0,e54cc3c00a9a35171d132be6b10d21d8ffef5a2dffa4d84b06d6518ab82aa175,NOT_SENT
ctid::sandworm::unknown::0032,ctid,sandworm::unknown,32,32,1,0,0,413da5b7a172c79633e2236440060d5deddfc71232f9025bc689fe1d1df5691c,NOT_SENT
ctid::turla_carbon::unknown::0001,ctid,turla_carbon::unknown,1,1,3,0,0,2a94e07ba636eb5a8e2690dee4a0469c4f109ab916970fcd92342fe0e2e6bb1d,NOT_SENT
