sequence_id,prefix_len,next_technique_id,prefix_technique_ids,next_technique_id_parent,prefix_technique_ids_parent
SIM_171_part009,12,T1567,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071.001 || T1573 || T1573.002 || T1105 || T1090 || T1219,T1567,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071 || T1573 || T1573 || T1105 || T1090 || T1219
SIM_171_part009,13,T1567.002,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071.001 || T1573 || T1573.002 || T1105 || T1090 || T1219 || T1567,T1567,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071 || T1573 || T1573 || T1105 || T1090 || T1219 || T1567
SIM_171_part009,14,T1486,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071.001 || T1573 || T1573.002 || T1105 || T1090 || T1219 || T1567 || T1567.002,T1486,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071 || T1573 || T1573 || T1105 || T1090 || T1219 || T1567 || T1567
SIM_171_part009,15,T1657,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071.001 || T1573 || T1573.002 || T1105 || T1090 || T1219 || T1567 || T1567.002 || T1486,T1657,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071 || T1573 || T1573 || T1105 || T1090 || T1219 || T1567 || T1567 || T1486
SIM_171_part009,16,T1490,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071.001 || T1573 || T1573.002 || T1105 || T1090 || T1219 || T1567 || T1567.002 || T1486 || T1657,T1490,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071 || T1573 || T1573 || T1105 || T1090 || T1219 || T1567 || T1567 || T1486 || T1657
SIM_171_part009,17,T1489,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071.001 || T1573 || T1573.002 || T1105 || T1090 || T1219 || T1567 || T1567.002 || T1486 || T1657 || T1490,T1489,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071 || T1573 || T1573 || T1105 || T1090 || T1219 || T1567 || T1567 || T1486 || T1657 || T1490
SIM_171_part009,18,T1529,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071.001 || T1573 || T1573.002 || T1105 || T1090 || T1219 || T1567 || T1567.002 || T1486 || T1657 || T1490 || T1489,T1529,T1016 || T1033 || T1570 || T1021 || T1072 || T1071 || T1071 || T1573 || T1573 || T1105 || T1090 || T1219 || T1567 || T1567 || T1486 || T1657 || T1490 || T1489
SIM_172_part001,1,T1593,T1589,T1593,T1589
SIM_172_part001,2,T1593.001,T1589 || T1593,T1593,T1589 || T1593
SIM_172_part001,3,T1593.003,T1589 || T1593 || T1593.001,T1593,T1589 || T1593 || T1593
SIM_172_part001,5,T1583,T1589 || T1593 || T1593.001 || T1593.003 || T1681,T1583,T1589 || T1593 || T1593 || T1593 || T1681
SIM_172_part001,6,T1583.001,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583,T1583,T1589 || T1593 || T1593 || T1593 || T1681 || T1583
SIM_172_part001,7,T1583.006,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001,T1583,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583
SIM_172_part001,8,T1587,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006,T1587,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583
SIM_172_part001,9,T1587.001,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587,T1587,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587
SIM_172_part001,10,T1585,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001,T1585,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587
SIM_172_part001,11,T1588,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585,T1588,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585
SIM_172_part001,12,T1588.002,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585 || T1588,T1588,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585 || T1588
SIM_172_part001,13,T1588.007,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585 || T1588 || T1588.002,T1588,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585 || T1588 || T1588
SIM_172_part001,14,T1608,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007,T1608,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585 || T1588 || T1588 || T1588
SIM_172_part001,15,T1608.001,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608,T1608,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608
SIM_172_part001,16,T1566,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001,T1566,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608
SIM_172_part001,17,T1059,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566,T1059,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566
SIM_172_part001,18,T1059.003,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059,T1059,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059
SIM_172_part001,19,T1059.004,T1589 || T1593 || T1593.001 || T1593.003 || T1681 || T1583 || T1583.001 || T1583.006 || T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003,T1059,T1589 || T1593 || T1593 || T1593 || T1681 || T1583 || T1583 || T1583 || T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059
SIM_172_part002,1,T1587.001,T1587,T1587,T1587
SIM_172_part002,2,T1585,T1587 || T1587.001,T1585,T1587 || T1587
SIM_172_part002,3,T1588,T1587 || T1587.001 || T1585,T1588,T1587 || T1587 || T1585
SIM_172_part002,4,T1588.002,T1587 || T1587.001 || T1585 || T1588,T1588,T1587 || T1587 || T1585 || T1588
SIM_172_part002,5,T1588.007,T1587 || T1587.001 || T1585 || T1588 || T1588.002,T1588,T1587 || T1587 || T1585 || T1588 || T1588
SIM_172_part002,6,T1608,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007,T1608,T1587 || T1587 || T1585 || T1588 || T1588 || T1588
SIM_172_part002,7,T1608.001,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608,T1608,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608
SIM_172_part002,8,T1566,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001,T1566,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608
SIM_172_part002,9,T1059,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566,T1059,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566
SIM_172_part002,10,T1059.003,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059,T1059,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059
SIM_172_part002,11,T1059.004,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003,T1059,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059
SIM_172_part002,12,T1059.005,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003 || T1059.004,T1059,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059 || T1059
SIM_172_part002,13,T1059.006,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003 || T1059.004 || T1059.005,T1059,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059 || T1059 || T1059
SIM_172_part002,14,T1059.007,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006,T1059,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059 || T1059 || T1059 || T1059
SIM_172_part002,15,T1204,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007,T1204,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059
SIM_172_part002,16,T1204.001,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204,T1204,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204
SIM_172_part002,17,T1204.002,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001,T1204,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204
SIM_172_part002,18,T1204.004,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002,T1204,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204
SIM_172_part002,19,T1204.005,T1587 || T1587.001 || T1585 || T1588 || T1588.002 || T1588.007 || T1608 || T1608.001 || T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004,T1204,T1587 || T1587 || T1585 || T1588 || T1588 || T1588 || T1608 || T1608 || T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204
SIM_172_part003,1,T1059,T1566,T1059,T1566
SIM_172_part003,2,T1059.003,T1566 || T1059,T1059,T1566 || T1059
SIM_172_part003,3,T1059.004,T1566 || T1059 || T1059.003,T1059,T1566 || T1059 || T1059
SIM_172_part003,4,T1059.005,T1566 || T1059 || T1059.003 || T1059.004,T1059,T1566 || T1059 || T1059 || T1059
SIM_172_part003,5,T1059.006,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005,T1059,T1566 || T1059 || T1059 || T1059 || T1059
SIM_172_part003,6,T1059.007,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006,T1059,T1566 || T1059 || T1059 || T1059 || T1059 || T1059
SIM_172_part003,7,T1204,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007,T1204,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059
SIM_172_part003,8,T1204.001,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204,T1204,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204
SIM_172_part003,9,T1204.002,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001,T1204,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204
SIM_172_part003,10,T1204.004,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002,T1204,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204
SIM_172_part003,11,T1204.005,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004,T1204,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204
SIM_172_part003,12,T1547,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004 || T1204.005,T1547,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204 || T1204
SIM_172_part003,13,T1547.013,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547,T1547,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204 || T1204 || T1547
SIM_172_part003,14,T1543,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013,T1543,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204 || T1204 || T1547 || T1547
SIM_172_part003,15,T1543.001,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543,T1543,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543
SIM_172_part003,16,T1546,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001,T1546,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543
SIM_172_part003,17,T1546.004,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546,T1546,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546
SIM_172_part003,18,T1547,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004,T1547,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546
SIM_172_part003,19,T1060,T1566 || T1059 || T1059.003 || T1059.004 || T1059.005 || T1059.006 || T1059.007 || T1204 || T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547,T1060,T1566 || T1059 || T1059 || T1059 || T1059 || T1059 || T1059 || T1204 || T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547
SIM_172_part004,1,T1204.002,T1204.001,T1204,T1204
SIM_172_part004,2,T1204.004,T1204.001 || T1204.002,T1204,T1204 || T1204
SIM_172_part004,3,T1204.005,T1204.001 || T1204.002 || T1204.004,T1204,T1204 || T1204 || T1204
SIM_172_part004,4,T1547,T1204.001 || T1204.002 || T1204.004 || T1204.005,T1547,T1204 || T1204 || T1204 || T1204
SIM_172_part004,5,T1547.013,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547,T1547,T1204 || T1204 || T1204 || T1204 || T1547
SIM_172_part004,6,T1543,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013,T1543,T1204 || T1204 || T1204 || T1204 || T1547 || T1547
SIM_172_part004,7,T1543.001,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543,T1543,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543
SIM_172_part004,8,T1546,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001,T1546,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543
SIM_172_part004,9,T1546.004,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546,T1546,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546
SIM_172_part004,10,T1547,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004,T1547,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546
SIM_172_part004,11,T1060,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547,T1060,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547
SIM_172_part004,12,T1547.013,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547 || T1060,T1547,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547 || T1060
SIM_172_part004,13,T1543,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547 || T1060 || T1547.013,T1543,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547 || T1060 || T1547
SIM_172_part004,14,T1543.001,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543,T1543,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547 || T1060 || T1547 || T1543
SIM_172_part004,15,T1546,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001,T1546,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543
SIM_172_part004,16,T1546.004,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546,T1546,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546
SIM_172_part004,17,T1480,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004,T1480,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546
SIM_172_part004,18,T1562,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480,T1562,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480
SIM_172_part004,19,T1562.001,T1204.001 || T1204.002 || T1204.004 || T1204.005 || T1547 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562,T1562,T1204 || T1204 || T1204 || T1204 || T1547 || T1547 || T1543 || T1543 || T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562
SIM_172_part005,1,T1546.004,T1546,T1546,T1546
SIM_172_part005,2,T1547,T1546 || T1546.004,T1547,T1546 || T1546
SIM_172_part005,3,T1060,T1546 || T1546.004 || T1547,T1060,T1546 || T1546 || T1547
SIM_172_part005,4,T1547.013,T1546 || T1546.004 || T1547 || T1060,T1547,T1546 || T1546 || T1547 || T1060
SIM_172_part005,5,T1543,T1546 || T1546.004 || T1547 || T1060 || T1547.013,T1543,T1546 || T1546 || T1547 || T1060 || T1547
SIM_172_part005,6,T1543.001,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543,T1543,T1546 || T1546 || T1547 || T1060 || T1547 || T1543
SIM_172_part005,7,T1546,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001,T1546,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543
SIM_172_part005,8,T1546.004,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546,T1546,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546
SIM_172_part005,9,T1480,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004,T1480,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546
SIM_172_part005,10,T1562,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480,T1562,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480
SIM_172_part005,11,T1562.001,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562,T1562,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562
SIM_172_part005,12,T1656,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562 || T1562.001,T1656,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562 || T1562
SIM_172_part005,13,T1070,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562 || T1562.001 || T1656,T1070,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562 || T1562 || T1656
SIM_172_part005,14,T1036,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070,T1036,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562 || T1562 || T1656 || T1070
SIM_172_part005,15,T1027,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070 || T1036,T1027,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562 || T1562 || T1656 || T1070 || T1036
SIM_172_part005,16,T1027.010,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070 || T1036 || T1027,T1027,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562 || T1562 || T1656 || T1070 || T1036 || T1027
SIM_172_part005,17,T1027.013,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070 || T1036 || T1027 || T1027.010,T1027,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562 || T1562 || T1656 || T1070 || T1036 || T1027 || T1027
SIM_172_part005,18,T1497,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070 || T1036 || T1027 || T1027.010 || T1027.013,T1497,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562 || T1562 || T1656 || T1070 || T1036 || T1027 || T1027 || T1027
SIM_172_part005,19,T1555,T1546 || T1546.004 || T1547 || T1060 || T1547.013 || T1543 || T1543.001 || T1546 || T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070 || T1036 || T1027 || T1027.010 || T1027.013 || T1497,T1555,T1546 || T1546 || T1547 || T1060 || T1547 || T1543 || T1543 || T1546 || T1546 || T1480 || T1562 || T1562 || T1656 || T1070 || T1036 || T1027 || T1027 || T1027 || T1497
SIM_172_part006,1,T1480,T1546.004,T1480,T1546
SIM_172_part006,2,T1562,T1546.004 || T1480,T1562,T1546 || T1480
SIM_172_part006,3,T1562.001,T1546.004 || T1480 || T1562,T1562,T1546 || T1480 || T1562
SIM_172_part006,4,T1656,T1546.004 || T1480 || T1562 || T1562.001,T1656,T1546 || T1480 || T1562 || T1562
SIM_172_part006,5,T1070,T1546.004 || T1480 || T1562 || T1562.001 || T1656,T1070,T1546 || T1480 || T1562 || T1562 || T1656
SIM_172_part006,6,T1036,T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070,T1036,T1546 || T1480 || T1562 || T1562 || T1656 || T1070
SIM_172_part006,7,T1027,T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070 || T1036,T1027,T1546 || T1480 || T1562 || T1562 || T1656 || T1070 || T1036
SIM_172_part006,8,T1027.010,T1546.004 || T1480 || T1562 || T1562.001 || T1656 || T1070 || T1036 || T1027,T1027,T1546 || T1480 || T1562 || T1562 || T1656 || T1070 || T1036 || T1027
