sample_id,source,campaign_id,prefix_len,prefix_endpoint_step_id,observed_parent_ids,observed_step_ids,observed_tactic_multihot,history_tactic_mapping_missing,target_parent_ids,target_step_ids,target_size,last_description_chars,text_length_group,is_development,development_slot
attack_flow::Sony Malware::0006,attack_flow,Sony Malware,6,attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0]]",[],"[""T1497"",""T1059"",""T1489""]","[""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df"",""attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983"",""attack_flow::Sony Malware::7c5dec3b-9e26-480c-839b-674df94a44d6""]",3,65,ge40,0,
attack_flow::Sony Malware::0007,attack_flow,Sony Malware,7,attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6"",""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0]]",[],"[""T1059"",""T1489"",""T1132""]","[""attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983"",""attack_flow::Sony Malware::7c5dec3b-9e26-480c-839b-674df94a44d6"",""attack_flow::Sony Malware::eeb763dd-bd44-4b43-a596-a376bc6cbe42""]",3,56,ge40,0,
attack_flow::Sony Malware::0008,attack_flow,Sony Malware,8,attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6"",""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df"",""attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1489"",""T1132"",""T1561""]","[""attack_flow::Sony Malware::7c5dec3b-9e26-480c-839b-674df94a44d6"",""attack_flow::Sony Malware::eeb763dd-bd44-4b43-a596-a376bc6cbe42"",""attack_flow::Sony Malware::40704e16-74cc-400c-90a1-d7a2ad846ff7""]",3,101,ge40,0,
attack_flow::Sony Malware::0009,attack_flow,Sony Malware,9,attack_flow::Sony Malware::7c5dec3b-9e26-480c-839b-674df94a44d6,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059"",""T1489""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6"",""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df"",""attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983"",""attack_flow::Sony Malware::7c5dec3b-9e26-480c-839b-674df94a44d6""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,1]]",[],"[""T1132"",""T1561"",""T1529""]","[""attack_flow::Sony Malware::eeb763dd-bd44-4b43-a596-a376bc6cbe42"",""attack_flow::Sony Malware::40704e16-74cc-400c-90a1-d7a2ad846ff7"",""attack_flow::Sony Malware::b72654fd-379d-414c-a956-4eaec2163dfd""]",3,99,ge40,0,
attack_flow::Sony Malware::0010,attack_flow,Sony Malware,10,attack_flow::Sony Malware::eeb763dd-bd44-4b43-a596-a376bc6cbe42,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059"",""T1489"",""T1132""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6"",""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df"",""attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983"",""attack_flow::Sony Malware::7c5dec3b-9e26-480c-839b-674df94a44d6"",""attack_flow::Sony Malware::eeb763dd-bd44-4b43-a596-a376bc6cbe42""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,1],[0,0,0,0,0,0,0,0,0,0,0,1,0,0]]",[],"[""T1561"",""T1529"",""T1491""]","[""attack_flow::Sony Malware::40704e16-74cc-400c-90a1-d7a2ad846ff7"",""attack_flow::Sony Malware::b72654fd-379d-414c-a956-4eaec2163dfd"",""attack_flow::Sony Malware::d976d733-9035-494f-8c2c-a36e5857a00a""]",3,76,ge40,0,
attack_flow::Sony Malware::0011,attack_flow,Sony Malware,11,attack_flow::Sony Malware::40704e16-74cc-400c-90a1-d7a2ad846ff7,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059"",""T1489"",""T1132"",""T1561""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6"",""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df"",""attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983"",""attack_flow::Sony Malware::7c5dec3b-9e26-480c-839b-674df94a44d6"",""attack_flow::Sony Malware::eeb763dd-bd44-4b43-a596-a376bc6cbe42"",""attack_flow::Sony Malware::40704e16-74cc-400c-90a1-d7a2ad846ff7""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,1],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,1]]",[],"[""T1529"",""T1491""]","[""attack_flow::Sony Malware::b72654fd-379d-414c-a956-4eaec2163dfd"",""attack_flow::Sony Malware::d976d733-9035-494f-8c2c-a36e5857a00a""]",2,47,ge40,0,
attack_flow::Sony Malware::0012,attack_flow,Sony Malware,12,attack_flow::Sony Malware::b72654fd-379d-414c-a956-4eaec2163dfd,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059"",""T1489"",""T1132"",""T1561"",""T1529""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6"",""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df"",""attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983"",""attack_flow::Sony Malware::7c5dec3b-9e26-480c-839b-674df94a44d6"",""attack_flow::Sony Malware::eeb763dd-bd44-4b43-a596-a376bc6cbe42"",""attack_flow::Sony Malware::40704e16-74cc-400c-90a1-d7a2ad846ff7"",""attack_flow::Sony Malware::b72654fd-379d-414c-a956-4eaec2163dfd""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,1],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,1],[0,0,0,0,0,0,0,0,0,0,0,0,0,1]]",[],"[""T1491""]","[""attack_flow::Sony Malware::d976d733-9035-494f-8c2c-a36e5857a00a""]",1,24,lt40,0,
attack_flow::Target Breach::0001,attack_flow,Target Breach,1,attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9,"[""T1592""]","[""attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1199"",""T1566"",""T1078""]","[""attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c"",""attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089"",""attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45""]",3,53,ge40,0,
attack_flow::Target Breach::0002,attack_flow,Target Breach,2,attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c,"[""T1592"",""T1199""]","[""attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9"",""attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1566"",""T1078""]","[""attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089"",""attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45"",""attack_flow::Target Breach::8b0ac8bf-9642-4c25-811c-781942284dac""]",2,73,ge40,0,
attack_flow::Target Breach::0003,attack_flow,Target Breach,3,attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089,"[""T1592"",""T1199"",""T1566""]","[""attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9"",""attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c"",""attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1078"",""T1505""]","[""attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45"",""attack_flow::Target Breach::8b0ac8bf-9642-4c25-811c-781942284dac"",""attack_flow::Target Breach::3d2dfd9d-c7a5-40e9-aa7c-5b987d732c86""]",2,40,ge40,0,
attack_flow::Target Breach::0004,attack_flow,Target Breach,4,attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45,"[""T1592"",""T1199"",""T1566"",""T1078""]","[""attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9"",""attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c"",""attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089"",""attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0]]",[],"[""T1078"",""T1505"",""T1105""]","[""attack_flow::Target Breach::8b0ac8bf-9642-4c25-811c-781942284dac"",""attack_flow::Target Breach::3d2dfd9d-c7a5-40e9-aa7c-5b987d732c86"",""attack_flow::Target Breach::b8a0b6a3-554c-4cdc-87c0-03c916e52765""]",3,36,lt40,0,
attack_flow::Target Breach::0008,attack_flow,Target Breach,8,attack_flow::Target Breach::c4c51349-fb4e-49af-9466-9a926f84f874,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105"",""T1029""]","[""attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9"",""attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c"",""attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089"",""attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45"",""attack_flow::Target Breach::8b0ac8bf-9642-4c25-811c-781942284dac"",""attack_flow::Target Breach::3d2dfd9d-c7a5-40e9-aa7c-5b987d732c86"",""attack_flow::Target Breach::b8a0b6a3-554c-4cdc-87c0-03c916e52765"",""attack_flow::Target Breach::c4c51349-fb4e-49af-9466-9a926f84f874""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,1,0]]",[],"[""T1570"",""T1557"",""T1074""]","[""attack_flow::Target Breach::4ee6c3a1-4cbc-437d-80da-c78dd57d063a"",""attack_flow::Target Breach::3473c9f8-ad1c-4984-ad44-fef099578405"",""attack_flow::Target Breach::ccd71d3f-2243-4cc0-8e82-382f649073ab""]",3,107,ge40,0,
attack_flow::Target Breach::0009,attack_flow,Target Breach,9,attack_flow::Target Breach::4ee6c3a1-4cbc-437d-80da-c78dd57d063a,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105"",""T1029"",""T1570""]","[""attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9"",""attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c"",""attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089"",""attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45"",""attack_flow::Target Breach::8b0ac8bf-9642-4c25-811c-781942284dac"",""attack_flow::Target Breach::3d2dfd9d-c7a5-40e9-aa7c-5b987d732c86"",""attack_flow::Target Breach::b8a0b6a3-554c-4cdc-87c0-03c916e52765"",""attack_flow::Target Breach::c4c51349-fb4e-49af-9466-9a926f84f874"",""attack_flow::Target Breach::4ee6c3a1-4cbc-437d-80da-c78dd57d063a""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0]]",[],"[""T1557"",""T1074"",""T1095""]","[""attack_flow::Target Breach::3473c9f8-ad1c-4984-ad44-fef099578405"",""attack_flow::Target Breach::ccd71d3f-2243-4cc0-8e82-382f649073ab"",""attack_flow::Target Breach::5bc375fd-6c57-48c2-8506-4c74515137b6""]",3,49,ge40,0,
attack_flow::Target Breach::0010,attack_flow,Target Breach,10,attack_flow::Target Breach::3473c9f8-ad1c-4984-ad44-fef099578405,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105"",""T1029"",""T1570"",""T1557""]","[""attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9"",""attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c"",""attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089"",""attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45"",""attack_flow::Target Breach::8b0ac8bf-9642-4c25-811c-781942284dac"",""attack_flow::Target Breach::3d2dfd9d-c7a5-40e9-aa7c-5b987d732c86"",""attack_flow::Target Breach::b8a0b6a3-554c-4cdc-87c0-03c916e52765"",""attack_flow::Target Breach::c4c51349-fb4e-49af-9466-9a926f84f874"",""attack_flow::Target Breach::4ee6c3a1-4cbc-437d-80da-c78dd57d063a"",""attack_flow::Target Breach::3473c9f8-ad1c-4984-ad44-fef099578405""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,1,0,0,0]]",[],"[""T1074"",""T1095""]","[""attack_flow::Target Breach::ccd71d3f-2243-4cc0-8e82-382f649073ab"",""attack_flow::Target Breach::5bc375fd-6c57-48c2-8506-4c74515137b6""]",2,88,ge40,0,
attack_flow::Target Breach::0011,attack_flow,Target Breach,11,attack_flow::Target Breach::ccd71d3f-2243-4cc0-8e82-382f649073ab,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105"",""T1029"",""T1570"",""T1557"",""T1074""]","[""attack_flow::Target Breach::9ac3cd71-b8e4-4902-a134-5bbf2c3dc9b9"",""attack_flow::Target Breach::698fd2b3-f021-4f74-8141-d48ba11ce09c"",""attack_flow::Target Breach::371fe05f-e6b1-41ea-84ef-2c76f8186089"",""attack_flow::Target Breach::2010cb6c-cca8-45a4-99ca-ed2a2ace8d45"",""attack_flow::Target Breach::8b0ac8bf-9642-4c25-811c-781942284dac"",""attack_flow::Target Breach::3d2dfd9d-c7a5-40e9-aa7c-5b987d732c86"",""attack_flow::Target Breach::b8a0b6a3-554c-4cdc-87c0-03c916e52765"",""attack_flow::Target Breach::c4c51349-fb4e-49af-9466-9a926f84f874"",""attack_flow::Target Breach::4ee6c3a1-4cbc-437d-80da-c78dd57d063a"",""attack_flow::Target Breach::3473c9f8-ad1c-4984-ad44-fef099578405"",""attack_flow::Target Breach::ccd71d3f-2243-4cc0-8e82-382f649073ab""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,1,0,0,0],[0,0,0,0,0,0,0,0,0,0,1,0,0,0]]",[],"[""T1095""]","[""attack_flow::Target Breach::5bc375fd-6c57-48c2-8506-4c74515137b6""]",1,115,ge40,0,
attack_flow::Tesla Kubernetes Breach::0001,attack_flow,Tesla Kubernetes Breach,1,attack_flow::Tesla Kubernetes Breach::7edcb647-8d0c-4ba4-86e8-b2a423d9b43a,"[""T1133""]","[""attack_flow::Tesla Kubernetes Breach::7edcb647-8d0c-4ba4-86e8-b2a423d9b43a""]","[[0,0,1,0,1,0,0,0,0,0,0,0,0,0]]",[],"[""T1552"",""T1078"",""T1530""]","[""attack_flow::Tesla Kubernetes Breach::307e4dc4-e109-4ef1-b0f5-7eaa7816ca25"",""attack_flow::Tesla Kubernetes Breach::3475ec81-5b70-4f9a-a9a9-9a089216ab44"",""attack_flow::Tesla Kubernetes Breach::5d19b518-7bcd-48d7-9d61-5e6001b130b1""]",3,47,ge40,0,
attack_flow::Tesla Kubernetes Breach::0002,attack_flow,Tesla Kubernetes Breach,2,attack_flow::Tesla Kubernetes Breach::307e4dc4-e109-4ef1-b0f5-7eaa7816ca25,"[""T1133"",""T1552""]","[""attack_flow::Tesla Kubernetes Breach::7edcb647-8d0c-4ba4-86e8-b2a423d9b43a"",""attack_flow::Tesla Kubernetes Breach::307e4dc4-e109-4ef1-b0f5-7eaa7816ca25""]","[[0,0,1,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0]]",[],"[""T1078"",""T1530""]","[""attack_flow::Tesla Kubernetes Breach::3475ec81-5b70-4f9a-a9a9-9a089216ab44"",""attack_flow::Tesla Kubernetes Breach::5d19b518-7bcd-48d7-9d61-5e6001b130b1""]",2,68,ge40,0,
attack_flow::Tesla Kubernetes Breach::0003,attack_flow,Tesla Kubernetes Breach,3,attack_flow::Tesla Kubernetes Breach::3475ec81-5b70-4f9a-a9a9-9a089216ab44,"[""T1133"",""T1552"",""T1078""]","[""attack_flow::Tesla Kubernetes Breach::7edcb647-8d0c-4ba4-86e8-b2a423d9b43a"",""attack_flow::Tesla Kubernetes Breach::307e4dc4-e109-4ef1-b0f5-7eaa7816ca25"",""attack_flow::Tesla Kubernetes Breach::3475ec81-5b70-4f9a-a9a9-9a089216ab44""]","[[0,0,1,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0]]",[],"[""T1530""]","[""attack_flow::Tesla Kubernetes Breach::5d19b518-7bcd-48d7-9d61-5e6001b130b1""]",1,71,ge40,0,
attack_flow::Uber Breach::0001,attack_flow,Uber Breach,1,attack_flow::Uber Breach::b1b20bb1-bdb3-437f-89c7-3cce30687643,"[""T1586""]","[""attack_flow::Uber Breach::b1b20bb1-bdb3-437f-89c7-3cce30687643""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1078"",""T1621"",""T1135""]","[""attack_flow::Uber Breach::95926e82-a770-4752-b6ff-cfcd3451a92f"",""attack_flow::Uber Breach::4b16b17d-0648-49d2-84b7-8ce4aa0dfd24"",""attack_flow::Uber Breach::6177c027-6e9b-4fa5-9f4a-78390af7767d""]",3,89,ge40,0,
attack_flow::Uber Breach::0002,attack_flow,Uber Breach,2,attack_flow::Uber Breach::95926e82-a770-4752-b6ff-cfcd3451a92f,"[""T1586"",""T1078""]","[""attack_flow::Uber Breach::b1b20bb1-bdb3-437f-89c7-3cce30687643"",""attack_flow::Uber Breach::95926e82-a770-4752-b6ff-cfcd3451a92f""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,1,1,1,0,0,0,0,0,0,0]]",[],"[""T1621"",""T1135"",""T1552""]","[""attack_flow::Uber Breach::4b16b17d-0648-49d2-84b7-8ce4aa0dfd24"",""attack_flow::Uber Breach::6177c027-6e9b-4fa5-9f4a-78390af7767d"",""attack_flow::Uber Breach::06a47d7f-05a1-4c5d-969e-eeae50417206""]",3,111,ge40,0,
